caste or ethnic group,total,geo_code,geo_level,geo_version
Thakuri,199,24008,local,2016
Undefined Others,12,24008,local,2016
Brahman - Hill,4180,24002,local,2016
Chhetri,1312,24002,local,2016
Damai/Dholi,153,24002,local,2016
Gharti/Bhujel,64,24002,local,2016
Kami,384,24002,local,2016
Magar,549,24002,local,2016
Newar,1177,24002,local,2016
Others,37,24002,local,2016
Sanyasi/Dasnami,23,24002,local,2016
Tamang,8878,24002,local,2016
Thakuri,20,24002,local,2016
Badi,19,24012,local,2016
Brahman - Hill,1532,24012,local,2016
Chhetri,1853,24012,local,2016
Dalit Others,260,24012,local,2016
Damai/Dholi,196,24012,local,2016
Gharti/Bhujel,263,24012,local,2016
Hayu,44,24012,local,2016
Kami,940,24012,local,2016
Limbu,15,24012,local,2016
Magar,3705,24012,local,2016
Newar,1326,24012,local,2016
Others,69,24012,local,2016
Pahari,22,24012,local,2016
Sanyasi/Dasnami,73,24012,local,2016
Sarki,99,24012,local,2016
Tamang,17075,24012,local,2016
Thakuri,1240,24012,local,2016
Tharu,15,24012,local,2016
Brahman - Hill,8587,24005,local,2016
Brahman - Tarai,13,24005,local,2016
Chhetri,5257,24005,local,2016
Dalit Others,181,24005,local,2016
Damai/Dholi,422,24005,local,2016
Gharti/Bhujel,289,24005,local,2016
Gurung,107,24005,local,2016
Hajam/Thakur,48,24005,local,2016
Kami,635,24005,local,2016
Magar,864,24005,local,2016
Majhi,34,24005,local,2016
Musalman,31,24005,local,2016
Newar,6141,24005,local,2016
Others,86,24005,local,2016
Pahari,42,24005,local,2016
Rai,150,24005,local,2016
Sanyasi/Dasnami,175,24005,local,2016
Sarki,937,24005,local,2016
Sunuwar,31,24005,local,2016
Tamang,7530,24005,local,2016
Teli,12,24005,local,2016
Terai Others,13,24005,local,2016
Thakuri,430,24005,local,2016
Thami,77,24005,local,2016
Tharu,51,24005,local,2016
Yadav,19,24005,local,2016
Brahman - Hill,417,24006,local,2016
Chhetri,679,24006,local,2016
Dalit Others,15,24006,local,2016
Damai/Dholi,52,24006,local,2016
Ghale,13,24006,local,2016
Gurung,72,24006,local,2016
Kami,180,24006,local,2016
Magar,1100,24006,local,2016
Majhi,143,24006,local,2016
Newar,38,24006,local,2016
Others,35,24006,local,2016
Pahari,113,24006,local,2016
Tamang,11541,24006,local,2016
Brahman - Hill,7323,24009,local,2016
Chhetri,2392,24009,local,2016
Dalit Others,33,24009,local,2016
Damai/Dholi,694,24009,local,2016
Danuwar,41,24009,local,2016
Gharti/Bhujel,247,24009,local,2016
Kami,920,24009,local,2016
Magar,278,24009,local,2016
Newar,3543,24009,local,2016
Others,66,24009,local,2016
Sanyasi/Dasnami,101,24009,local,2016
Sarki,871,24009,local,2016
Sunuwar,45,24009,local,2016
Tamang,12938,24009,local,2016
Terai Others,27,24009,local,2016
Badi,38,24004,local,2016
Brahman - Hill,7492,24004,local,2016
Chamar/ Harijan/ Ram,20,24004,local,2016
Chhetri,1950,24004,local,2016
Dalit Others,33,24004,local,2016
Damai/Dholi,525,24004,local,2016
Gharti/Bhujel,187,24004,local,2016
Kami,784,24004,local,2016
Magar,157,24004,local,2016
Majhi,497,24004,local,2016
Newar,1571,24004,local,2016
Others,45,24004,local,2016
Pahari,316,24004,local,2016
Sanyasi/Dasnami,685,24004,local,2016
Sarki,226,24004,local,2016
Tamang,6258,24004,local,2016
Thakuri,45,24004,local,2016
Brahman - Hill,1665,24013,local,2016
Chhetri,954,24013,local,2016
Damai/Dholi,313,24013,local,2016
Gharti/Bhujel,14,24013,local,2016
Kami,595,24013,local,2016
Magar,1299,24013,local,2016
Majhi,173,24013,local,2016
Newar,836,24013,local,2016
Others,43,24013,local,2016
Sanyasi/Dasnami,11,24013,local,2016
Sonar,17,24013,local,2016
Tamang,16612,24013,local,2016
Thakuri,147,24013,local,2016
Undefined Others,33,24013,local,2016
Bhote,40,24003,local,2016
Brahman - Hill,1896,24003,local,2016
Chhetri,4309,24003,local,2016
Damai/Dholi,290,24003,local,2016
Gharti/Bhujel,263,24003,local,2016
Hajam/Thakur,12,24003,local,2016
Kami,757,24003,local,2016
Kayastha,14,24003,local,2016
Magar,20,24003,local,2016
Majhi,1301,24003,local,2016
Newar,1367,24003,local,2016
Others,81,24003,local,2016
Pahari,2458,24003,local,2016
Sanyasi/Dasnami,759,24003,local,2016
Sarki,312,24003,local,2016
Tamang,4785,24003,local,2016
Terai Others,19,24003,local,2016
Thakuri,233,24003,local,2016
Aathpariya,14,35,district,2016
Amat,15,35,district,2016
Badhaee,416,35,district,2016
Badi,1898,35,district,2016
Bahing,29,35,district,2016
Bangali,2852,35,district,2016
Bantaba,135,35,district,2016
Bantar/Sardar,112,35,district,2016
Baraee,445,35,district,2016
Bhote,1333,35,district,2016
Bin,47,35,district,2016
Bote,22,35,district,2016
Brahman - Hill,402398,35,district,2016
Brahman - Tarai,2345,35,district,2016
Brahmu/ Baramo,116,35,district,2016
Byasi/Sauka,22,35,district,2016
Chamar/ Harijan/ Ram,757,35,district,2016
Chamling,284,35,district,2016
Chepang /Praja,437,35,district,2016
Chhantyal/Chhantel,800,35,district,2016
Chhetri,336966,35,district,2016
Dalit Others,7658,35,district,2016
Damai/Dholi,11976,35,district,2016
Danuwar,978,35,district,2016
Darai,130,35,district,2016
Dev,169,35,district,2016
Dhanuk,1701,35,district,2016
Dhimal,759,35,district,2016
Dhobi,475,35,district,2016
Dhunia,22,35,district,2016
Dom,13,35,district,2016
Dura,187,35,district,2016
Dusadh/ Pasawan/ Pasi,478,35,district,2016
Foreigner,1615,35,district,2016
Gaderi/Bhedihar,60,35,district,2016
Gaine,283,35,district,2016
Ghale,2054,35,district,2016
Gharti/Bhujel,4714,35,district,2016
Gurung,43414,35,district,2016
Hajam/Thakur,3121,35,district,2016
Halwai,1991,35,district,2016
Hayu,41,35,district,2016
Hyolmo,1629,35,district,2016
Janajati Others,145,35,district,2016
Jhangad/ Dhagar,69,35,district,2016
Jirel,451,35,district,2016
Kahar,95,35,district,2016
Kalar,16,35,district,2016
Kalwar,4890,35,district,2016
Kamar,20,35,district,2016
Kami,17862,35,district,2016
Kanu,900,35,district,2016
Kathabaniyan,4750,35,district,2016
Kayastha,1732,35,district,2016
Kewat,181,35,district,2016
Khaling,86,35,district,2016
Khatwe,89,35,district,2016
Khawas,91,35,district,2016
Koche,49,35,district,2016
Koiri/Kushwaha,2152,35,district,2016
Kulung,231,35,district,2016
Kumal,1355,35,district,2016
Kumhar,313,35,district,2016
Kurmi,801,35,district,2016
Lepcha,29,35,district,2016
Lhomi,58,35,district,2016
Limbu,10867,35,district,2016
Lodh,66,35,district,2016
Lohar,651,35,district,2016
Loharung,18,35,district,2016
Magar,67906,35,district,2016
Majhi,4090,35,district,2016
Mali,242,35,district,2016
Mallaha,361,35,district,2016
Marwadi,13118,35,district,2016
Meche,28,35,district,2016
Munda,43,35,district,2016
Musahar,164,35,district,2016
Musalman,21234,35,district,2016
Nachhiring,15,35,district,2016
Newar,379626,35,district,2016
Nuniya,176,35,district,2016
Nurang,15,35,district,2016
Others,1491,35,district,2016
Pahari,631,35,district,2016
Punjabi/Sikh,423,35,district,2016
Rai,38788,35,district,2016
Rajbansi,772,35,district,2016
Rajbhar,23,35,district,2016
Rajdhob,37,35,district,2016
Raji,20,35,district,2016
Rajput,1555,35,district,2016
Samgpang,27,35,district,2016
Sanyasi/Dasnami,12379,35,district,2016
Sarki,5874,35,district,2016
Satar/ Santhal,113,35,district,2016
Sherpa,21482,35,district,2016
Sonar,251,35,district,2016
Sudhi,1091,35,district,2016
Sunuwar,3690,35,district,2016
Tajpuriya,152,35,district,2016
Tamang,184817,35,district,2016
Tatma/Tatwa,245,35,district,2016
Teli,6209,35,district,2016
Terai Others,4391,35,district,2016
Thakali,2751,35,district,2016
Thakuri,17849,35,district,2016
Thami,707,35,district,2016
Tharu,17437,35,district,2016
Thulung,134,35,district,2016
Topkegola,30,35,district,2016
Undefined Others,164,35,district,2016
Yadav,5612,35,district,2016
Yakkha,237,35,district,2016
Yamphu,11,35,district,2016
Aathpariya,14,27006,local,2016
Amat,15,27006,local,2016
Badhaee,344,27006,local,2016
Badi,1172,27006,local,2016
Bahing,29,27006,local,2016
Bangali,2658,27006,local,2016
Bantaba,71,27006,local,2016
Bantar/Sardar,100,27006,local,2016
Baraee,386,27006,local,2016
Bhote,885,27006,local,2016
Bin,26,27006,local,2016
Bote,22,27006,local,2016
Brahman - Hill,238590,27006,local,2016
Brahman - Tarai,1909,27006,local,2016
Brahmu/ Baramo,102,27006,local,2016
Byasi/Sauka,22,27006,local,2016
Chamar/ Harijan/ Ram,453,27006,local,2016
Chamling,176,27006,local,2016
Chepang /Praja,204,27006,local,2016
Chhantyal/Chhantel,200,27006,local,2016
Chhetri,175889,27006,local,2016
Dalit Others,4041,27006,local,2016
Damai/Dholi,6262,27006,local,2016
Danuwar,559,27006,local,2016
Darai,98,27006,local,2016
Dev,156,27006,local,2016
Dhanuk,1190,27006,local,2016
Dhimal,361,27006,local,2016
Dhobi,436,27006,local,2016
Dhunia,22,27006,local,2016
Dom,13,27006,local,2016
Dura,73,27006,local,2016
Dusadh/ Pasawan/ Pasi,358,27006,local,2016
Foreigner,1462,27006,local,2016
Gaderi/Bhedihar,60,27006,local,2016
Gaine,191,27006,local,2016
Ghale,871,27006,local,2016
Gharti/Bhujel,2511,27006,local,2016
Gurung,25780,27006,local,2016
Hajam/Thakur,2224,27006,local,2016
Halwai,1695,27006,local,2016
Hayu,41,27006,local,2016
Hyolmo,518,27006,local,2016
Janajati Others,134,27006,local,2016
Jhangad/ Dhagar,46,27006,local,2016
Jirel,299,27006,local,2016
Kahar,80,27006,local,2016
Kalar,16,27006,local,2016
Kalwar,4154,27006,local,2016
Kamar,20,27006,local,2016
Kami,8865,27006,local,2016
Kanu,743,27006,local,2016
Kathabaniyan,4480,27006,local,2016
Kayastha,1487,27006,local,2016
Kewat,170,27006,local,2016
Khaling,40,27006,local,2016
Khatwe,42,27006,local,2016
Khawas,77,27006,local,2016
Koche,49,27006,local,2016
Koiri/Kushwaha,1593,27006,local,2016
Kulung,97,27006,local,2016
Kumal,944,27006,local,2016
Kumhar,211,27006,local,2016
Kurmi,674,27006,local,2016
Lepcha,29,27006,local,2016
Lhomi,22,27006,local,2016
Limbu,6535,27006,local,2016
Lodh,35,27006,local,2016
Lohar,439,27006,local,2016
Loharung,18,27006,local,2016
Magar,36761,27006,local,2016
Majhi,2307,27006,local,2016
Mali,130,27006,local,2016
Mallaha,273,27006,local,2016
Marwadi,12823,27006,local,2016
Meche,28,27006,local,2016
Munda,43,27006,local,2016
Musahar,102,27006,local,2016
Musalman,17706,27006,local,2016
Nachhiring,15,27006,local,2016
Newar,241131,27006,local,2016
Nuniya,164,27006,local,2016
Nurang,15,27006,local,2016
Others,79,27006,local,2016
Pahari,105,27006,local,2016
Punjabi/Sikh,354,27006,local,2016
Rai,20648,27006,local,2016
Rajbansi,559,27006,local,2016
Rajbhar,23,27006,local,2016
Rajdhob,37,27006,local,2016
Raji,20,27006,local,2016
Rajput,1307,27006,local,2016
Sanyasi/Dasnami,5520,27006,local,2016
Sarki,1563,27006,local,2016
Satar/ Santhal,113,27006,local,2016
Sherpa,11776,27006,local,2016
Sonar,178,27006,local,2016
Sudhi,988,27006,local,2016
Sunuwar,2089,27006,local,2016
Tajpuriya,61,27006,local,2016
Tamang,76066,27006,local,2016
Tatma/Tatwa,206,27006,local,2016
Teli,5303,27006,local,2016
Terai Others,3356,27006,local,2016
Thakali,2013,27006,local,2016
Thakuri,11260,27006,local,2016
Thami,422,27006,local,2016
Tharu,11903,27006,local,2016
Thulung,95,27006,local,2016
Topkegola,30,27006,local,2016
Undefined Others,110,27006,local,2016
Yadav,4087,27006,local,2016
Yakkha,185,27006,local,2016
Yamphu,11,27006,local,2016
Badi,73,27002,local,2016
Bangali,55,27002,local,2016
Bhote,12,27002,local,2016
Brahman - Hill,13198,27002,local,2016
Brahman - Tarai,56,27002,local,2016
Chamar/ Harijan/ Ram,73,27002,local,2016
Chepang /Praja,20,27002,local,2016
Chhetri,19929,27002,local,2016
Dalit Others,500,27002,local,2016
Damai/Dholi,860,27002,local,2016
Danuwar,31,27002,local,2016
Dev,13,27002,local,2016
Dhanuk,52,27002,local,2016
Dhimal,24,27002,local,2016
Dhobi,22,27002,local,2016
Dusadh/ Pasawan/ Pasi,38,27002,local,2016
Foreigner,17,27002,local,2016
Gaine,16,27002,local,2016
Ghale,115,27002,local,2016
Gharti/Bhujel,181,27002,local,2016
Gurung,957,27002,local,2016
Hajam/Thakur,125,27002,local,2016
Halwai,49,27002,local,2016
Kalwar,118,27002,local,2016
Kami,1113,27002,local,2016
Kanu,29,27002,local,2016
Kathabaniyan,50,27002,local,2016
Kayastha,31,27002,local,2016
Kewat,11,27002,local,2016
Koiri/Kushwaha,98,27002,local,2016
Kumal,94,27002,local,2016
Kumhar,37,27002,local,2016
Kurmi,15,27002,local,2016
Limbu,282,27002,local,2016
Lohar,53,27002,local,2016
Magar,5150,27002,local,2016
Majhi,275,27002,local,2016
Mali,78,27002,local,2016
Mallaha,13,27002,local,2016
Marwadi,80,27002,local,2016
Musahar,13,27002,local,2016
Musalman,930,27002,local,2016
Newar,24884,27002,local,2016
Nuniya,12,27002,local,2016
Others,112,27002,local,2016
Rai,977,27002,local,2016
Rajbansi,61,27002,local,2016
Rajput,51,27002,local,2016
Sanyasi/Dasnami,1595,27002,local,2016
Sarki,1070,27002,local,2016
Sherpa,69,27002,local,2016
Sudhi,23,27002,local,2016
Sunuwar,152,27002,local,2016
Tamang,9361,27002,local,2016
Tatma/Tatwa,12,27002,local,2016
Teli,135,27002,local,2016
Terai Others,83,27002,local,2016
Thakali,22,27002,local,2016
Thakuri,596,27002,local,2016
Thami,29,27002,local,2016
Tharu,769,27002,local,2016
Undefined Others,19,27002,local,2016
Yadav,261,27002,local,2016
Yakkha,19,27002,local,2016
Badi,14,27005,local,2016
Brahman - Hill,19706,27005,local,2016
Brahman - Tarai,53,27005,local,2016
Chamar/ Harijan/ Ram,13,27005,local,2016
Chepang /Praja,28,27005,local,2016
Chhetri,19250,27005,local,2016
Dalit Others,395,27005,local,2016
Damai/Dholi,595,27005,local,2016
Danuwar,18,27005,local,2016
Dhanuk,34,27005,local,2016
Dhimal,19,27005,local,2016
Gharti/Bhujel,324,27005,local,2016
Gurung,454,27005,local,2016
Hajam/Thakur,61,27005,local,2016
Halwai,20,27005,local,2016
Kalwar,12,27005,local,2016
Kami,927,27005,local,2016
Kanu,11,27005,local,2016
Kathabaniyan,13,27005,local,2016
Kayastha,41,27005,local,2016
Koiri/Kushwaha,34,27005,local,2016
Limbu,277,27005,local,2016
Magar,1473,27005,local,2016
Majhi,119,27005,local,2016
Musalman,97,27005,local,2016
Newar,6455,27005,local,2016
Others,153,27005,local,2016
Rai,1281,27005,local,2016
Rajput,19,27005,local,2016
Sanyasi/Dasnami,207,27005,local,2016
Sarki,1008,27005,local,2016
Sherpa,280,27005,local,2016
Sunuwar,130,27005,local,2016
Tamang,5863,27005,local,2016
Tatma/Tatwa,14,27005,local,2016
Teli,60,27005,local,2016
Terai Others,79,27005,local,2016
Thakali,21,27005,local,2016
Thakuri,200,27005,local,2016
Thami,22,27005,local,2016
Tharu,390,27005,local,2016
Yadav,67,27005,local,2016
Badhaee,42,27001,local,2016
Badi,170,27001,local,2016
Bangali,43,27001,local,2016
Bantaba,12,27001,local,2016
Baraee,19,27001,local,2016
Bhote,117,27001,local,2016
Brahman - Hill,23920,27001,local,2016
Brahman - Tarai,51,27001,local,2016
Chamar/ Harijan/ Ram,36,27001,local,2016
Chamling,26,27001,local,2016
Chepang /Praja,14,27001,local,2016
Chhantyal/Chhantel,21,27001,local,2016
Chhetri,26943,27001,local,2016
Dalit Others,648,27001,local,2016
Damai/Dholi,963,27001,local,2016
Danuwar,36,27001,local,2016
Darai,13,27001,local,2016
Dhanuk,72,27001,local,2016
Dhimal,64,27001,local,2016
Dura,19,27001,local,2016
Dusadh/ Pasawan/ Pasi,19,27001,local,2016
Foreigner,58,27001,local,2016
Ghale,67,27001,local,2016
Gharti/Bhujel,459,27001,local,2016
Gurung,4102,27001,local,2016
Hajam/Thakur,102,27001,local,2016
Halwai,41,27001,local,2016
Hyolmo,25,27001,local,2016
Jirel,61,27001,local,2016
Kalwar,35,27001,local,2016
Kami,1493,27001,local,2016
Kanu,28,27001,local,2016
Kathabaniyan,40,27001,local,2016
Kayastha,38,27001,local,2016
Khaling,29,27001,local,2016
Koiri/Kushwaha,40,27001,local,2016
Kulung,42,27001,local,2016
Kumal,36,27001,local,2016
Kumhar,17,27001,local,2016
Kurmi,16,27001,local,2016
Limbu,1298,27001,local,2016
Lohar,57,27001,local,2016
Magar,4451,27001,local,2016
Majhi,319,27001,local,2016
Marwadi,13,27001,local,2016
Musahar,17,27001,local,2016
Musalman,474,27001,local,2016
Newar,15228,27001,local,2016
Others,134,27001,local,2016
Pahari,12,27001,local,2016
Punjabi/Sikh,11,27001,local,2016
Rai,5007,27001,local,2016
Rajbansi,26,27001,local,2016
Rajput,39,27001,local,2016
Sanyasi/Dasnami,599,27001,local,2016
Sarki,782,27001,local,2016
Sherpa,2949,27001,local,2016
Sonar,26,27001,local,2016
Sunuwar,330,27001,local,2016
Tamang,13084,27001,local,2016
Teli,97,27001,local,2016
Terai Others,119,27001,local,2016
Thakali,81,27001,local,2016
Thakuri,1781,27001,local,2016
Thami,81,27001,local,2016
Tharu,759,27001,local,2016
Thulung,18,27001,local,2016
Yadav,127,27001,local,2016
Yakkha,22,27001,local,2016
Badi,116,27004,local,2016
Bangali,51,27004,local,2016
Bantaba,32,27004,local,2016
Bantar/Sardar,12,27004,local,2016
Baraee,12,27004,local,2016
Bhote,184,27004,local,2016
Brahman - Hill,18913,27004,local,2016
Brahman - Tarai,66,27004,local,2016
Chamar/ Harijan/ Ram,72,27004,local,2016
Chamling,48,27004,local,2016
Chepang /Praja,122,27004,local,2016
Chhetri,15878,27004,local,2016
Dalit Others,485,27004,local,2016
Damai/Dholi,628,27004,local,2016
Danuwar,110,27004,local,2016
Dhanuk,58,27004,local,2016
Dhimal,268,27004,local,2016
Dusadh/ Pasawan/ Pasi,26,27004,local,2016
Foreigner,17,27004,local,2016
Ghale,24,27004,local,2016
Gharti/Bhujel,266,27004,local,2016
Gurung,1574,27004,local,2016
Hajam/Thakur,110,27004,local,2016
Halwai,40,27004,local,2016
Hyolmo,1086,27004,local,2016
Jhangad/ Dhagar,23,27004,local,2016
Jirel,45,27004,local,2016
Kalwar,306,27004,local,2016
Kami,2113,27004,local,2016
Kanu,33,27004,local,2016
Kathabaniyan,69,27004,local,2016
Kayastha,31,27004,local,2016
Khatwe,12,27004,local,2016
Khawas,14,27004,local,2016
Koiri/Kushwaha,103,27004,local,2016
Kulung,92,27004,local,2016
Kumal,71,27004,local,2016
Kurmi,28,27004,local,2016
Limbu,879,27004,local,2016
Lohar,55,27004,local,2016
Magar,4068,27004,local,2016
Majhi,473,27004,local,2016
Mallaha,25,27004,local,2016
Marwadi,67,27004,local,2016
Musahar,12,27004,local,2016
Musalman,468,27004,local,2016
Newar,13048,27004,local,2016
Others,122,27004,local,2016
Pahari,133,27004,local,2016
Punjabi/Sikh,26,27004,local,2016
Rai,4456,27004,local,2016
Rajbansi,61,27004,local,2016
Rajput,55,27004,local,2016
Samgpang,13,27004,local,2016
Sanyasi/Dasnami,876,27004,local,2016
Sarki,190,27004,local,2016
Sherpa,4689,27004,local,2016
Sonar,36,27004,local,2016
Sudhi,28,27004,local,2016
Sunuwar,517,27004,local,2016
Tajpuriya,91,27004,local,2016
Tamang,31885,27004,local,2016
Tatma/Tatwa,13,27004,local,2016
Teli,201,27004,local,2016
Terai Others,376,27004,local,2016
Thakuri,374,27004,local,2016
Thami,30,27004,local,2016
Tharu,730,27004,local,2016
Undefined Others,22,27004,local,2016
Yadav,194,27004,local,2016
Badi,25,27003,local,2016
Brahman - Hill,2500,27003,local,2016
Chhetri,5704,27003,local,2016
Dalit Others,31,27003,local,2016
Damai/Dholi,359,27003,local,2016
Danuwar,18,27003,local,2016
Ghale,12,27003,local,2016
Gharti/Bhujel,13,27003,local,2016
Gurung,221,27003,local,2016
Hajam/Thakur,42,27003,local,2016
Kami,474,27003,local,2016
Koiri/Kushwaha,12,27003,local,2016
Kumhar,13,27003,local,2016
Limbu,28,27003,local,2016
Magar,1019,27003,local,2016
Majhi,12,27003,local,2016
Musalman,20,27003,local,2016
Newar,5690,27003,local,2016
Others,78,27003,local,2016
Pahari,381,27003,local,2016
Rai,137,27003,local,2016
Sanyasi/Dasnami,93,27003,local,2016
Sarki,347,27003,local,2016
Sherpa,80,27003,local,2016
Sunuwar,23,27003,local,2016
Tamang,6848,27003,local,2016
Teli,14,27003,local,2016
Terai Others,19,27003,local,2016
Thakuri,53,27003,local,2016
Tharu,31,27003,local,2016
Badi,113,27008,local,2016
Bangali,14,27008,local,2016
Baraee,16,27008,local,2016
Bhote,49,27008,local,2016
Brahman - Hill,14800,27008,local,2016
Brahman - Tarai,43,27008,local,2016
Brahmu/ Baramo,14,27008,local,2016
Chamar/ Harijan/ Ram,26,27008,local,2016
Chhantyal/Chhantel,13,27008,local,2016
Chhetri,15898,27008,local,2016
Dalit Others,450,27008,local,2016
Damai/Dholi,340,27008,local,2016
Danuwar,11,27008,local,2016
Dhanuk,69,27008,local,2016
Dura,53,27008,local,2016
Gaine,24,27008,local,2016
Ghale,161,27008,local,2016
Gharti/Bhujel,191,27008,local,2016
Gurung,2244,27008,local,2016
Hajam/Thakur,60,27008,local,2016
Halwai,41,27008,local,2016
Janajati Others,11,27008,local,2016
Jirel,24,27008,local,2016
Kahar,15,27008,local,2016
Kalwar,41,27008,local,2016
Kami,570,27008,local,2016
Kathabaniyan,23,27008,local,2016
Kayastha,25,27008,local,2016
Khatwe,14,27008,local,2016
Koiri/Kushwaha,47,27008,local,2016
