foundation type,total,geo_code,geo_level
Mud Bonded Bricks/Stone,26729,9002,local
Not Stated about House,183,9002,local
Others,624,9002,local
Rcc with Pillar,54,9002,local
Wooden Pillar,6735,9002,local
Cement Bonded Bricks/Stone,290,9005,local
Mud Bonded Bricks/Stone,26729,9005,local
Not Stated about House,183,9005,local
Others,624,9005,local
Rcc with Pillar,54,9005,local
Wooden Pillar,6735,9005,local
Cement Bonded Bricks/Stone,290,9003,local
Mud Bonded Bricks/Stone,26729,9003,local
Not Stated about House,183,9003,local
Others,624,9003,local
Rcc with Pillar,54,9003,local
Wooden Pillar,6735,9003,local
Cement Bonded Bricks/Stone,290,9008,local
Mud Bonded Bricks/Stone,26729,9008,local
Not Stated about House,183,9008,local
Others,624,9008,local
Rcc with Pillar,54,9008,local
Wooden Pillar,6735,9008,local
Cement Bonded Bricks/Stone,290,9009,local
Mud Bonded Bricks/Stone,26729,9009,local
Not Stated about House,183,9009,local
Others,624,9009,local
Rcc with Pillar,54,9009,local
Wooden Pillar,6735,9009,local
Cement Bonded Bricks/Stone,4759,75,district
Mud Bonded Bricks/Stone,11531,75,district
Not Stated about House,291,75,district
Others,110,75,district
Rcc with Pillar,2765,75,district
Wooden Pillar,47058,75,district
Cement Bonded Bricks/Stone,4759,14006,local
Mud Bonded Bricks/Stone,11531,14006,local
Not Stated about House,291,14006,local
Others,110,14006,local
Rcc with Pillar,2765,14006,local
Wooden Pillar,47058,14006,local
Cement Bonded Bricks/Stone,4759,14004,local
Mud Bonded Bricks/Stone,11531,14004,local
Not Stated about House,291,14004,local
Others,110,14004,local
Rcc with Pillar,2765,14004,local
Wooden Pillar,47058,14004,local
Cement Bonded Bricks/Stone,4759,14007,local
Mud Bonded Bricks/Stone,11531,14007,local
Not Stated about House,291,14007,local
Others,110,14007,local
Rcc with Pillar,2765,14007,local
Wooden Pillar,47058,14007,local
Cement Bonded Bricks/Stone,4759,14001,local
Mud Bonded Bricks/Stone,11531,14001,local
Not Stated about House,291,14001,local
Others,110,14001,local
Rcc with Pillar,2765,14001,local
Wooden Pillar,47058,14001,local
Cement Bonded Bricks/Stone,4759,14005,local
Mud Bonded Bricks/Stone,11531,14005,local
Not Stated about House,291,14005,local
Others,110,14005,local
Rcc with Pillar,2765,14005,local
Wooden Pillar,47058,14005,local
Cement Bonded Bricks/Stone,4759,14003,local
Mud Bonded Bricks/Stone,11531,14003,local
Not Stated about House,291,14003,local
Others,110,14003,local
Rcc with Pillar,2765,14003,local
Wooden Pillar,47058,14003,local
Cement Bonded Bricks/Stone,4759,14008,local
Mud Bonded Bricks/Stone,11531,14008,local
Not Stated about House,291,14008,local
Others,110,14008,local
Rcc with Pillar,2765,14008,local
Wooden Pillar,47058,14008,local
Cement Bonded Bricks/Stone,4759,14002,local
Mud Bonded Bricks/Stone,11531,14002,local
Not Stated about House,291,14002,local
Others,110,14002,local
Rcc with Pillar,2765,14002,local
Wooden Pillar,47058,14002,local
Cement Bonded Bricks/Stone,1299,51,district
Mud Bonded Bricks/Stone,35620,51,district
Not Stated about House,179,51,district
Others,263,51,district
Rcc with Pillar,371,51,district
Wooden Pillar,3444,51,district
Cement Bonded Bricks/Stone,1299,2004,local
Mud Bonded Bricks/Stone,35620,2004,local
Not Stated about House,179,2004,local
Others,263,2004,local
Rcc with Pillar,371,2004,local
Wooden Pillar,3444,2004,local
Cement Bonded Bricks/Stone,1299,2001,local
Mud Bonded Bricks/Stone,35620,2001,local
Not Stated about House,179,2001,local
Others,263,2001,local
Rcc with Pillar,371,2001,local
Wooden Pillar,3444,2001,local
Cement Bonded Bricks/Stone,1299,2003,local
Mud Bonded Bricks/Stone,35620,2003,local
Not Stated about House,179,2003,local
Others,263,2003,local
Rcc with Pillar,371,2003,local
Wooden Pillar,3444,2003,local
Cement Bonded Bricks/Stone,1299,2005,local
Mud Bonded Bricks/Stone,35620,2005,local
Not Stated about House,179,2005,local
Others,263,2005,local
Rcc with Pillar,371,2005,local
Wooden Pillar,3444,2005,local
Cement Bonded Bricks/Stone,1299,2006,local
Mud Bonded Bricks/Stone,35620,2006,local
Not Stated about House,179,2006,local
Others,263,2006,local
Rcc with Pillar,371,2006,local
Wooden Pillar,3444,2006,local
Cement Bonded Bricks/Stone,1299,2008,local
Mud Bonded Bricks/Stone,35620,2008,local
Not Stated about House,179,2008,local
Others,263,2008,local
Rcc with Pillar,371,2008,local
Wooden Pillar,3444,2008,local
Cement Bonded Bricks/Stone,1299,2007,local
Mud Bonded Bricks/Stone,35620,2007,local
Not Stated about House,179,2007,local
Others,263,2007,local
Rcc with Pillar,371,2007,local
Wooden Pillar,3444,2007,local
Cement Bonded Bricks/Stone,1299,2002,local
Mud Bonded Bricks/Stone,35620,2002,local
Not Stated about House,179,2002,local
Others,263,2002,local
Rcc with Pillar,371,2002,local
Wooden Pillar,3444,2002,local
Cement Bonded Bricks/Stone,294,74,district
Mud Bonded Bricks/Stone,20256,74,district
Not Stated about House,98,74,district
Others,145,74,district
Rcc with Pillar,97,74,district
Wooden Pillar,1194,74,district
Cement Bonded Bricks/Stone,294,8001,local
Mud Bonded Bricks/Stone,20256,8001,local
Not Stated about House,98,8001,local
Others,145,8001,local
Rcc with Pillar,97,8001,local
Wooden Pillar,1194,8001,local
Cement Bonded Bricks/Stone,294,8005,local
Mud Bonded Bricks/Stone,20256,8005,local
Not Stated about House,98,8005,local
Others,145,8005,local
Rcc with Pillar,97,8005,local
Wooden Pillar,1194,8005,local
Cement Bonded Bricks/Stone,294,8003,local
Mud Bonded Bricks/Stone,20256,8003,local
Not Stated about House,98,8003,local
Others,145,8003,local
Rcc with Pillar,97,8003,local
Wooden Pillar,1194,8003,local
Cement Bonded Bricks/Stone,294,8004,local
Mud Bonded Bricks/Stone,20256,8004,local
Not Stated about House,98,8004,local
Others,145,8004,local
Rcc with Pillar,97,8004,local
Wooden Pillar,1194,8004,local
Cement Bonded Bricks/Stone,294,8006,local
Mud Bonded Bricks/Stone,20256,8006,local
Not Stated about House,98,8006,local
Others,145,8006,local
Rcc with Pillar,97,8006,local
Wooden Pillar,1194,8006,local
Cement Bonded Bricks/Stone,294,8002,local
Mud Bonded Bricks/Stone,20256,8002,local
Not Stated about House,98,8002,local
Others,145,8002,local
Rcc with Pillar,97,8002,local
Wooden Pillar,1194,8002,local
Cement Bonded Bricks/Stone,4149,26,district
Mud Bonded Bricks/Stone,38073,26,district
Not Stated about House,430,26,district
Others,2139,26,district
Rcc with Pillar,1431,26,district
Wooden Pillar,18255,26,district
Cement Bonded Bricks/Stone,4149,3009,local
Mud Bonded Bricks/Stone,38073,3009,local
Not Stated about House,430,3009,local
Others,2139,3009,local
Rcc with Pillar,1431,3009,local
Wooden Pillar,18255,3009,local
Cement Bonded Bricks/Stone,4149,3001,local
Mud Bonded Bricks/Stone,38073,3001,local
Not Stated about House,430,3001,local
Others,2139,3001,local
Rcc with Pillar,1431,3001,local
Wooden Pillar,18255,3001,local
Cement Bonded Bricks/Stone,4149,3007,local
Mud Bonded Bricks/Stone,38073,3007,local
Not Stated about House,430,3007,local
Others,2139,3007,local
Rcc with Pillar,1431,3007,local
Wooden Pillar,18255,3007,local
Cement Bonded Bricks/Stone,4149,3003,local
Mud Bonded Bricks/Stone,38073,3003,local
Not Stated about House,430,3003,local
Others,2139,3003,local
Rcc with Pillar,1431,3003,local
Wooden Pillar,18255,3003,local
Cement Bonded Bricks/Stone,4149,3006,local
Mud Bonded Bricks/Stone,38073,3006,local
Not Stated about House,430,3006,local
Others,2139,3006,local
Rcc with Pillar,1431,3006,local
Wooden Pillar,18255,3006,local
Cement Bonded Bricks/Stone,4149,3005,local
Mud Bonded Bricks/Stone,38073,3005,local
Not Stated about House,430,3005,local
Others,2139,3005,local
Rcc with Pillar,1431,3005,local
Wooden Pillar,18255,3005,local
Cement Bonded Bricks/Stone,4149,3008,local
Mud Bonded Bricks/Stone,38073,3008,local
Not Stated about House,430,3008,local
Others,2139,3008,local
Rcc with Pillar,1431,3008,local
Wooden Pillar,18255,3008,local
Cement Bonded Bricks/Stone,4149,3004,local
Mud Bonded Bricks/Stone,38073,3004,local
Not Stated about House,430,3004,local
Others,2139,3004,local
Rcc with Pillar,1431,3004,local
Wooden Pillar,18255,3004,local
Cement Bonded Bricks/Stone,4149,3002,local
Mud Bonded Bricks/Stone,38073,3002,local
Not Stated about House,430,3002,local
Others,2139,3002,local
Rcc with Pillar,1431,3002,local
Wooden Pillar,18255,3002,local
Cement Bonded Bricks/Stone,4149,3010,local
Mud Bonded Bricks/Stone,38073,3010,local
Not Stated about House,430,3010,local
Others,2139,3010,local
Rcc with Pillar,1431,3010,local
Wooden Pillar,18255,3010,local
Cement Bonded Bricks/Stone,124,49,district
Mud Bonded Bricks/Stone,31284,49,district
Not Stated about House,316,49,district
Others,75,49,district
Rcc with Pillar,102,49,district
Wooden Pillar,565,49,district
Cement Bonded Bricks/Stone,124,12008,local
Mud Bonded Bricks/Stone,31284,12008,local
Not Stated about House,316,12008,local
Others,75,12008,local
Rcc with Pillar,102,12008,local
Wooden Pillar,565,12008,local
Cement Bonded Bricks/Stone,124,12001,local
Mud Bonded Bricks/Stone,31284,12001,local
Not Stated about House,316,12001,local
Others,75,12001,local
Rcc with Pillar,102,12001,local
Wooden Pillar,565,12001,local
Cement Bonded Bricks/Stone,124,12002,local
Mud Bonded Bricks/Stone,31284,12002,local
Not Stated about House,316,12002,local
Others,75,12002,local
Rcc with Pillar,102,12002,local
Wooden Pillar,565,12002,local
Cement Bonded Bricks/Stone,124,12004,local
Mud Bonded Bricks/Stone,31284,12004,local
Not Stated about House,316,12004,local
Others,75,12004,local
Rcc with Pillar,102,12004,local
Wooden Pillar,565,12004,local
Cement Bonded Bricks/Stone,124,12007,local
Mud Bonded Bricks/Stone,31284,12007,local
Not Stated about House,316,12007,local
Others,75,12007,local
Rcc with Pillar,102,12007,local
Wooden Pillar,565,12007,local
Cement Bonded Bricks/Stone,124,12005,local
Mud Bonded Bricks/Stone,31284,12005,local
Not Stated about House,316,12005,local
Others,75,12005,local
Rcc with Pillar,102,12005,local
Wooden Pillar,565,12005,local
Cement Bonded Bricks/Stone,124,12003,local
Mud Bonded Bricks/Stone,31284,12003,local
Not Stated about House,316,12003,local
Others,75,12003,local
Rcc with Pillar,102,12003,local
Wooden Pillar,565,12003,local
Cement Bonded Bricks/Stone,124,12006,local
Mud Bonded Bricks/Stone,31284,12006,local
Not Stated about House,316,12006,local
Others,75,12006,local
Rcc with Pillar,102,12006,local
Wooden Pillar,565,12006,local
Cement Bonded Bricks/Stone,50,37,district
Mud Bonded Bricks/Stone,40970,37,district
Not Stated about House,266,37,district
Others,169,37,district
Rcc with Pillar,20,37,district
Wooden Pillar,1172,37,district
Cement Bonded Bricks/Stone,50,13006,local
Mud Bonded Bricks/Stone,40970,13006,local
Not Stated about House,266,13006,local
Others,169,13006,local
Rcc with Pillar,20,13006,local
Wooden Pillar,1172,13006,local
Cement Bonded Bricks/Stone,50,13010,local
Mud Bonded Bricks/Stone,40970,13010,local
Not Stated about House,266,13010,local
Others,169,13010,local
Rcc with Pillar,20,13010,local
Wooden Pillar,1172,13010,local
Cement Bonded Bricks/Stone,50,13004,local
Mud Bonded Bricks/Stone,40970,13004,local
Not Stated about House,266,13004,local
Others,169,13004,local
Rcc with Pillar,20,13004,local
Wooden Pillar,1172,13004,local
Cement Bonded Bricks/Stone,50,13001,local
Mud Bonded Bricks/Stone,40970,13001,local
Not Stated about House,266,13001,local
Others,169,13001,local
Rcc with Pillar,20,13001,local
Wooden Pillar,1172,13001,local
Cement Bonded Bricks/Stone,50,13002,local
Mud Bonded Bricks/Stone,40970,13002,local
Not Stated about House,266,13002,local
Others,169,13002,local
Rcc with Pillar,20,13002,local
Wooden Pillar,1172,13002,local
Cement Bonded Bricks/Stone,50,13008,local
Mud Bonded Bricks/Stone,40970,13008,local
Not Stated about House,266,13008,local
Others,169,13008,local
Rcc with Pillar,20,13008,local
Wooden Pillar,1172,13008,local
Cement Bonded Bricks/Stone,50,13003,local
Mud Bonded Bricks/Stone,40970,13003,local
Not Stated about House,266,13003,local
Others,169,13003,local
Rcc with Pillar,20,13003,local
Wooden Pillar,1172,13003,local
Cement Bonded Bricks/Stone,50,13007,local
Mud Bonded Bricks/Stone,40970,13007,local
Not Stated about House,266,13007,local
Others,169,13007,local
Rcc with Pillar,20,13007,local
Wooden Pillar,1172,13007,local
Cement Bonded Bricks/Stone,50,13005,local
Mud Bonded Bricks/Stone,40970,13005,local
Not Stated about House,266,13005,local
Others,169,13005,local
Rcc with Pillar,20,13005,local
Wooden Pillar,1172,13005,local
Cement Bonded Bricks/Stone,50,13009,local
Mud Bonded Bricks/Stone,40970,13009,local
Not Stated about House,266,13009,local
Others,169,13009,local
Rcc with Pillar,20,13009,local
Wooden Pillar,1172,13009,local
Cement Bonded Bricks/Stone,575,73,district
Mud Bonded Bricks/Stone,23656,73,district
Not Stated about House,158,73,district
Others,181,73,district
Rcc with Pillar,111,73,district
Wooden Pillar,1790,73,district
Cement Bonded Bricks/Stone,575,1005,local
Mud Bonded Bricks/Stone,23656,1005,local
Not Stated about House,158,1005,local
Others,181,1005,local
Rcc with Pillar,111,1005,local
Wooden Pillar,1790,1005,local
Cement Bonded Bricks/Stone,575,1002,local
Mud Bonded Bricks/Stone,23656,1002,local
Not Stated about House,158,1002,local
Others,181,1002,local
Rcc with Pillar,111,1002,local
Wooden Pillar,1790,1002,local
Cement Bonded Bricks/Stone,575,1006,local
Mud Bonded Bricks/Stone,23656,1006,local
Not Stated about House,158,1006,local
Others,181,1006,local
Rcc with Pillar,111,1006,local
Wooden Pillar,1790,1006,local
Cement Bonded Bricks/Stone,575,1007,local
Mud Bonded Bricks/Stone,23656,1007,local
Not Stated about House,158,1007,local
Others,181,1007,local
Rcc with Pillar,111,1007,local
Wooden Pillar,1790,1007,local
Cement Bonded Bricks/Stone,575,1004,local
Mud Bonded Bricks/Stone,23656,1004,local
Not Stated about House,158,1004,local
Others,181,1004,local
Rcc with Pillar,111,1004,local
Wooden Pillar,1790,1004,local
Cement Bonded Bricks/Stone,575,1008,local
Mud Bonded Bricks/Stone,23656,1008,local
Not Stated about House,158,1008,local
Others,181,1008,local
Rcc with Pillar,111,1008,local
Wooden Pillar,1790,1008,local
Cement Bonded Bricks/Stone,575,1009,local
Mud Bonded Bricks/Stone,23656,1009,local
Not Stated about House,158,1009,local
Others,181,1009,local
Rcc with Pillar,111,1009,local
Wooden Pillar,1790,1009,local
Cement Bonded Bricks/Stone,575,1003,local
Mud Bonded Bricks/Stone,23656,1003,local
Not Stated about House,158,1003,local
Others,181,1003,local
Rcc with Pillar,111,1003,local
Wooden Pillar,1790,1003,local
Cement Bonded Bricks/Stone,575,1001,local
Mud Bonded Bricks/Stone,23656,1001,local
Not Stated about House,158,1001,local
Others,181,1001,local
Rcc with Pillar,111,1001,local
Wooden Pillar,1790,1001,local
Cement Bonded Bricks/Stone,45291,43,district
Mud Bonded Bricks/Stone,10143,43,district
Not Stated about House,1505,43,district
Others,27288,43,district
Rcc with Pillar,23738,43,district
Wooden Pillar,105905,43,district
Cement Bonded Bricks/Stone,45291,5015,local
Mud Bonded Bricks/Stone,10143,5015,local
Not Stated about House,1505,5015,local
Others,27288,5015,local
Rcc with Pillar,23738,5015,local
Wooden Pillar,105905,5015,local
Cement Bonded Bricks/Stone,45291,5010,local
Mud Bonded Bricks/Stone,10143,5010,local
Not Stated about House,1505,5010,local
Others,27288,5010,local
Rcc with Pillar,23738,5010,local
Wooden Pillar,105905,5010,local
Cement Bonded Bricks/Stone,45291,5014,local
Mud Bonded Bricks/Stone,10143,5014,local
Not Stated about House,1505,5014,local
Others,27288,5014,local
Rcc with Pillar,23738,5014,local
Wooden Pillar,105905,5014,local
Cement Bonded Bricks/Stone,45291,5003,local
Mud Bonded Bricks/Stone,10143,5003,local
Not Stated about House,1505,5003,local
Others,27288,5003,local
Rcc with Pillar,23738,5003,local
Wooden Pillar,105905,5003,local
Cement Bonded Bricks/Stone,45291,5017,local
Mud Bonded Bricks/Stone,10143,5017,local
Not Stated about House,1505,5017,local
Others,27288,5017,local
Rcc with Pillar,23738,5017,local
Wooden Pillar,105905,5017,local
Cement Bonded Bricks/Stone,45291,5016,local
Mud Bonded Bricks/Stone,10143,5016,local
Not Stated about House,1505,5016,local
Others,27288,5016,local
Rcc with Pillar,23738,5016,local
Wooden Pillar,105905,5016,local
Cement Bonded Bricks/Stone,45291,5007,local
Mud Bonded Bricks/Stone,10143,5007,local
Not Stated about House,1505,5007,local
Others,27288,5007,local
Rcc with Pillar,23738,5007,local
Wooden Pillar,105905,5007,local
Cement Bonded Bricks/Stone,45291,5001,local
Mud Bonded Bricks/Stone,10143,5001,local
Not Stated about House,1505,5001,local
Others,27288,5001,local
Rcc with Pillar,23738,5001,local
Wooden Pillar,105905,5001,local
Cement Bonded Bricks/Stone,45291,5012,local
Mud Bonded Bricks/Stone,10143,5012,local
Not Stated about House,1505,5012,local
Others,27288,5012,local
Rcc with Pillar,23738,5012,local
Wooden Pillar,105905,5012,local
Cement Bonded Bricks/Stone,45291,5011,local
Mud Bonded Bricks/Stone,10143,5011,local
Not Stated about House,1505,5011,local
Others,27288,5011,local
Rcc with Pillar,23738,5011,local
Wooden Pillar,105905,5011,local
Cement Bonded Bricks/Stone,45291,5005,local
Mud Bonded Bricks/Stone,10143,5005,local
Not Stated about House,1505,5005,local
Others,27288,5005,local
Rcc with Pillar,23738,5005,local
Wooden Pillar,105905,5005,local
Cement Bonded Bricks/Stone,45291,5013,local
Mud Bonded Bricks/Stone,10143,5013,local
Not Stated about House,1505,5013,local
Others,27288,5013,local
Rcc with Pillar,23738,5013,local
Wooden Pillar,105905,5013,local
Cement Bonded Bricks/Stone,45291,5008,local
Mud Bonded Bricks/Stone,10143,5008,local
Not Stated about House,1505,5008,local
Others,27288,5008,local
Rcc with Pillar,23738,5008,local
Wooden Pillar,105905,5008,local
Cement Bonded Bricks/Stone,45291,5004,local
Mud Bonded Bricks/Stone,10143,5004,local
Not Stated about House,1505,5004,local
Others,27288,5004,local
Rcc with Pillar,23738,5004,local
Wooden Pillar,105905,5004,local
Cement Bonded Bricks/Stone,45291,5006,local
Mud Bonded Bricks/Stone,10143,5006,local
Not Stated about House,1505,5006,local
Others,27288,5006,local
Rcc with Pillar,23738,5006,local
Wooden Pillar,105905,5006,local
Cement Bonded Bricks/Stone,45291,5009,local
Mud Bonded Bricks/Stone,10143,5009,local
Not Stated about House,1505,5009,local
Others,27288,5009,local
Rcc with Pillar,23738,5009,local
Wooden Pillar,105905,5009,local
Cement Bonded Bricks/Stone,45291,5002,local
Mud Bonded Bricks/Stone,10143,5002,local
Not Stated about House,1505,5002,local
Others,27288,5002,local
Rcc with Pillar,23738,5002,local
Wooden Pillar,105905,5002,local
Cement Bonded Bricks/Stone,114,68,district
Mud Bonded Bricks/Stone,22681,68,district
Not Stated about House,66,68,district
Others,51,68,district
Rcc with Pillar,19,68,district
Wooden Pillar,827,68,district
Cement Bonded Bricks/Stone,114,11001,local
Mud Bonded Bricks/Stone,22681,11001,local
Not Stated about House,66,11001,local
Others,51,11001,local
Rcc with Pillar,19,11001,local
Wooden Pillar,827,11001,local
Cement Bonded Bricks/Stone,114,11006,local
Mud Bonded Bricks/Stone,22681,11006,local
Not Stated about House,66,11006,local
Others,51,11006,local
Rcc with Pillar,19,11006,local
Wooden Pillar,827,11006,local
Cement Bonded Bricks/Stone,114,11007,local
Mud Bonded Bricks/Stone,22681,11007,local
Not Stated about House,66,11007,local
Others,51,11007,local
Rcc with Pillar,19,11007,local
Wooden Pillar,827,11007,local
Cement Bonded Bricks/Stone,114,11004,local
Mud Bonded Bricks/Stone,22681,11004,local
Not Stated about House,66,11004,local
Others,51,11004,local
Rcc with Pillar,19,11004,local
Wooden Pillar,827,11004,local
Cement Bonded Bricks/Stone,114,11003,local
Mud Bonded Bricks/Stone,22681,11003,local
Not Stated about House,66,11003,local
Others,51,11003,local
Rcc with Pillar,19,11003,local
Wooden Pillar,827,11003,local
Cement Bonded Bricks/Stone,114,11008,local
Mud Bonded Bricks/Stone,22681,11008,local
Not Stated about House,66,11008,local
Others,51,11008,local
Rcc with Pillar,19,11008,local
Wooden Pillar,827,11008,local
Cement Bonded Bricks/Stone,114,11005,local
Mud Bonded Bricks/Stone,22681,11005,local
Not Stated about House,66,11005,local
Others,51,11005,local
Rcc with Pillar,19,11005,local
Wooden Pillar,827,11005,local
Cement Bonded Bricks/Stone,114,11002,local
Mud Bonded Bricks/Stone,22681,11002,local
Not Stated about House,66,11002,local
Others,51,11002,local
Rcc with Pillar,19,11002,local
Wooden Pillar,827,11002,local
Cement Bonded Bricks/Stone,7159,6,province
Mud Bonded Bricks/Stone,265417,6,province
Not Stated about House,2461,6,province
Others,366,6,province
Rcc with Pillar,3978,6,province
Wooden Pillar,18793,6,province
Cement Bonded Bricks/Stone,537,14,district
Mud Bonded Bricks/Stone,47276,14,district
Not Stated about House,404,14,district
Others,25,14,district
Rcc with Pillar,370,14,district
Wooden Pillar,303,14,district
Cement Bonded Bricks/Stone,537,60001,local
Mud Bonded Bricks/Stone,47276,60001,local
Not Stated about House,404,60001,local
Others,25,60001,local
Rcc with Pillar,370,60001,local
Wooden Pillar,303,60001,local
Cement Bonded Bricks/Stone,537,60007,local
Mud Bonded Bricks/Stone,47276,60007,local
Not Stated about House,404,60007,local
Others,25,60007,local
Rcc with Pillar,370,60007,local
Wooden Pillar,303,60007,local
Cement Bonded Bricks/Stone,537,60002,local
Mud Bonded Bricks/Stone,47276,60002,local
Not Stated about House,404,60002,local
Others,25,60002,local
Rcc with Pillar,370,60002,local
Wooden Pillar,303,60002,local
Cement Bonded Bricks/Stone,537,60009,local
Mud Bonded Bricks/Stone,47276,60009,local
Not Stated about House,404,60009,local
Others,25,60009,local
Rcc with Pillar,370,60009,local
Wooden Pillar,303,60009,local
Cement Bonded Bricks/Stone,537,60006,local
Mud Bonded Bricks/Stone,47276,60006,local
Not Stated about House,404,60006,local
Others,25,60006,local
Rcc with Pillar,370,60006,local
Wooden Pillar,303,60006,local
Cement Bonded Bricks/Stone,537,60004,local
Mud Bonded Bricks/Stone,47276,60004,local
Not Stated about House,404,60004,local
Others,25,60004,local
Rcc with Pillar,370,60004,local
Wooden Pillar,303,60004,local
Cement Bonded Bricks/Stone,537,60005,local
Mud Bonded Bricks/Stone,47276,60005,local
Not Stated about House,404,60005,local
Others,25,60005,local
Rcc with Pillar,370,60005,local
Wooden Pillar,303,60005,local
Cement Bonded Bricks/Stone,537,60010,local
Mud Bonded Bricks/Stone,47276,60010,local
Not Stated about House,404,60010,local
Others,25,60010,local
Rcc with Pillar,370,60010,local
Wooden Pillar,303,60010,local
Cement Bonded Bricks/Stone,537,60003,local
Mud Bonded Bricks/Stone,47276,60003,local
Not Stated about House,404,60003,local
Others,25,60003,local
Rcc with Pillar,370,60003,local
Wooden Pillar,303,60003,local
Cement Bonded Bricks/Stone,537,60008,local
Mud Bonded Bricks/Stone,47276,60008,local
Not Stated about House,404,60008,local
Others,25,60008,local
Rcc with Pillar,370,60008,local
Wooden Pillar,303,60008,local
Cement Bonded Bricks/Stone,537,60011,local
Mud Bonded Bricks/Stone,47276,60011,local
Not Stated about House,404,60011,local
Others,25,60011,local
Rcc with Pillar,370,60011,local
Wooden Pillar,303,60011,local
Cement Bonded Bricks/Stone,20,25,district
Mud Bonded Bricks/Stone,9403,25,district
Not Stated about House,11,25,district
Others,0,25,district
Rcc with Pillar,1,25,district
Wooden Pillar,2,25,district
Cement Bonded Bricks/Stone,20,66001,local
Mud Bonded Bricks/Stone,9403,66001,local
Not Stated about House,11,66001,local
Others,0,66001,local
Rcc with Pillar,1,66001,local
Wooden Pillar,2,66001,local
Cement Bonded Bricks/Stone,20,66005,local
Mud Bonded Bricks/Stone,9403,66005,local
Not Stated about House,11,66005,local
Others,0,66005,local
Rcc with Pillar,1,66005,local
Wooden Pillar,2,66005,local
Cement Bonded Bricks/Stone,20,66004,local
Mud Bonded Bricks/Stone,9403,66004,local
Not Stated about House,11,66004,local
Others,0,66004,local
Rcc with Pillar,1,66004,local
Wooden Pillar,2,66004,local
Cement Bonded Bricks/Stone,20,66003,local
Mud Bonded Bricks/Stone,9403,66003,local
Not Stated about House,11,66003,local
Others,0,66003,local
Rcc with Pillar,1,66003,local
Wooden Pillar,2,66003,local
Cement Bonded Bricks/Stone,20,66002,local
Mud Bonded Bricks/Stone,9403,66002,local
Not Stated about House,11,66002,local
Others,0,66002,local
Rcc with Pillar,1,66002,local
Wooden Pillar,2,66002,local
Cement Bonded Bricks/Stone,20,66006,local
Mud Bonded Bricks/Stone,9403,66006,local
Not Stated about House,11,66006,local
Others,0,66006,local
Rcc with Pillar,1,66006,local
Wooden Pillar,2,66006,local
Cement Bonded Bricks/Stone,20,66007,local
Mud Bonded Bricks/Stone,9403,66007,local
Not Stated about House,11,66007,local
Others,0,66007,local
Rcc with Pillar,1,66007,local
Wooden Pillar,2,66007,local
Cement Bonded Bricks/Stone,22,29,district
Mud Bonded Bricks/Stone,19089,29,district
Not Stated about House,141,29,district
Others,4,29,district
Rcc with Pillar,3,29,district
Wooden Pillar,32,29,district
Cement Bonded Bricks/Stone,22,63004,local
Mud Bonded Bricks/Stone,19089,63004,local
Not Stated about House,141,63004,local
Others,4,63004,local
Rcc with Pillar,3,63004,local
Wooden Pillar,32,63004,local
Cement Bonded Bricks/Stone,22,63006,local
Mud Bonded Bricks/Stone,19089,63006,local
Not Stated about House,141,63006,local
Others,4,63006,local
Rcc with Pillar,3,63006,local
Wooden Pillar,32,63006,local
Cement Bonded Bricks/Stone,22,63008,local
Mud Bonded Bricks/Stone,19089,63008,local
Not Stated about House,141,63008,local
Others,4,63008,local
Rcc with Pillar,3,63008,local
Wooden Pillar,32,63008,local
Cement Bonded Bricks/Stone,22,63005,local
Mud Bonded Bricks/Stone,19089,63005,local
Not Stated about House,141,63005,local
Others,4,63005,local
Rcc with Pillar,3,63005,local
Wooden Pillar,32,63005,local
Cement Bonded Bricks/Stone,22,63001,local
Mud Bonded Bricks/Stone,19089,63001,local
Not Stated about House,141,63001,local
Others,4,63001,local
Rcc with Pillar,3,63001,local
Wooden Pillar,32,63001,local
Cement Bonded Bricks/Stone,22,63002,local
Mud Bonded Bricks/Stone,19089,63002,local
Not Stated about House,141,63002,local
Others,4,63002,local
Rcc with Pillar,3,63002,local
Wooden Pillar,32,63002,local
Cement Bonded Bricks/Stone,22,63003,local
Mud Bonded Bricks/Stone,19089,63003,local
Not Stated about House,141,63003,local
Others,4,63003,local
Rcc with Pillar,3,63003,local
Wooden Pillar,32,63003,local
Cement Bonded Bricks/Stone,22,63007,local
Mud Bonded Bricks/Stone,19089,63007,local
Not Stated about House,141,63007,local
Others,4,63007,local
Rcc with Pillar,3,63007,local
Wooden Pillar,32,63007,local
Cement Bonded Bricks/Stone,5585,70,district
Mud Bonded Bricks/Stone,45423,70,district
Not Stated about House,658,70,district
Others,229,70,district
Rcc with Pillar,3132,70,district
Wooden Pillar,17803,70,district
Cement Bonded Bricks/Stone,5585,59008,local
Mud Bonded Bricks/Stone,45423,59008,local
Not Stated about House,658,59008,local
Others,229,59008,local
Rcc with Pillar,3132,59008,local
Wooden Pillar,17803,59008,local
Cement Bonded Bricks/Stone,5585,59005,local
Mud Bonded Bricks/Stone,45423,59005,local
Not Stated about House,658,59005,local
Others,229,59005,local
Rcc with Pillar,3132,59005,local
Wooden Pillar,17803,59005,local
Cement Bonded Bricks/Stone,5585,59006,local
Mud Bonded Bricks/Stone,45423,59006,local
Not Stated about House,658,59006,local
Others,229,59006,local
Rcc with Pillar,3132,59006,local
Wooden Pillar,17803,59006,local
