Agricultural land use area,total,geo_code,geo_level,geo_version
Temporary Fallow,968,24003,local,2016
Temporary Meadows,356,24003,local,2016
Other Land,1636,24003,local,2016
Ponds,45,24003,local,2016
Woodland And Forest,3121,24003,local,2016
Arable Land,8570,35,district,2016
Meadows And Pasture,18,35,district,2016
Permanent Crops,41,35,district,2016
Temporary Crops,8355,35,district,2016
Temporary Fallow,212,35,district,2016
Temporary Meadows,3,35,district,2016
Other Land,867,35,district,2016
Ponds,1,35,district,2016
Woodland And Forest,101,35,district,2016
Arable Land,8570,27006,local,2016
Meadows And Pasture,18,27006,local,2016
Permanent Crops,41,27006,local,2016
Temporary Crops,8355,27006,local,2016
Temporary Fallow,212,27006,local,2016
Temporary Meadows,3,27006,local,2016
Other Land,867,27006,local,2016
Ponds,1,27006,local,2016
Woodland And Forest,101,27006,local,2016
Arable Land,8570,27002,local,2016
Meadows And Pasture,18,27002,local,2016
Permanent Crops,41,27002,local,2016
Temporary Crops,8355,27002,local,2016
Temporary Fallow,212,27002,local,2016
Temporary Meadows,3,27002,local,2016
Other Land,867,27002,local,2016
Ponds,1,27002,local,2016
Woodland And Forest,101,27002,local,2016
Arable Land,8570,27005,local,2016
Meadows And Pasture,18,27005,local,2016
Permanent Crops,41,27005,local,2016
Temporary Crops,8355,27005,local,2016
Temporary Fallow,212,27005,local,2016
Temporary Meadows,3,27005,local,2016
Other Land,867,27005,local,2016
Ponds,1,27005,local,2016
Woodland And Forest,101,27005,local,2016
Arable Land,8570,27001,local,2016
Meadows And Pasture,18,27001,local,2016
Permanent Crops,41,27001,local,2016
Temporary Crops,8355,27001,local,2016
Temporary Fallow,212,27001,local,2016
Temporary Meadows,3,27001,local,2016
Other Land,867,27001,local,2016
Ponds,1,27001,local,2016
Woodland And Forest,101,27001,local,2016
Arable Land,8570,27004,local,2016
Meadows And Pasture,18,27004,local,2016
Permanent Crops,41,27004,local,2016
Temporary Crops,8355,27004,local,2016
Temporary Fallow,212,27004,local,2016
Temporary Meadows,3,27004,local,2016
Other Land,867,27004,local,2016
Ponds,1,27004,local,2016
Woodland And Forest,101,27004,local,2016
Arable Land,8570,27003,local,2016
Meadows And Pasture,18,27003,local,2016
Permanent Crops,41,27003,local,2016
Temporary Crops,8355,27003,local,2016
Temporary Fallow,212,27003,local,2016
Temporary Meadows,3,27003,local,2016
Other Land,867,27003,local,2016
Ponds,1,27003,local,2016
Woodland And Forest,101,27003,local,2016
Arable Land,8570,27008,local,2016
Meadows And Pasture,18,27008,local,2016
Permanent Crops,41,27008,local,2016
Temporary Crops,8355,27008,local,2016
Temporary Fallow,212,27008,local,2016
Temporary Meadows,3,27008,local,2016
Other Land,867,27008,local,2016
Ponds,1,27008,local,2016
Woodland And Forest,101,27008,local,2016
Arable Land,8570,27009,local,2016
Meadows And Pasture,18,27009,local,2016
Permanent Crops,41,27009,local,2016
Temporary Crops,8355,27009,local,2016
Temporary Fallow,212,27009,local,2016
Temporary Meadows,3,27009,local,2016
Other Land,867,27009,local,2016
Ponds,1,27009,local,2016
Woodland And Forest,101,27009,local,2016
Arable Land,8570,27007,local,2016
Meadows And Pasture,18,27007,local,2016
Permanent Crops,41,27007,local,2016
Temporary Crops,8355,27007,local,2016
Temporary Fallow,212,27007,local,2016
Temporary Meadows,3,27007,local,2016
Other Land,867,27007,local,2016
Ponds,1,27007,local,2016
Woodland And Forest,101,27007,local,2016
Arable Land,8570,27010,local,2016
Meadows And Pasture,18,27010,local,2016
Permanent Crops,41,27010,local,2016
Temporary Crops,8355,27010,local,2016
Temporary Fallow,212,27010,local,2016
Temporary Meadows,3,27010,local,2016
Other Land,867,27010,local,2016
Ponds,1,27010,local,2016
Woodland And Forest,101,27010,local,2016
Arable Land,8570,27011,local,2016
Meadows And Pasture,18,27011,local,2016
Permanent Crops,41,27011,local,2016
Temporary Crops,8355,27011,local,2016
Temporary Fallow,212,27011,local,2016
Temporary Meadows,3,27011,local,2016
Other Land,867,27011,local,2016
Ponds,1,27011,local,2016
Woodland And Forest,101,27011,local,2016
Arable Land,25522,55,district,2016
Meadows And Pasture,836,55,district,2016
Permanent Crops,1536,55,district,2016
Temporary Crops,24728,55,district,2016
Temporary Fallow,624,55,district,2016
Temporary Meadows,170,55,district,2016
Other Land,1308,55,district,2016
Ponds,0,55,district,2016
Woodland And Forest,1170,55,district,2016
Arable Land,25522,21008,local,2016
Meadows And Pasture,836,21008,local,2016
Permanent Crops,1536,21008,local,2016
Temporary Crops,24728,21008,local,2016
Temporary Fallow,624,21008,local,2016
Temporary Meadows,170,21008,local,2016
Other Land,1308,21008,local,2016
Ponds,0,21008,local,2016
Woodland And Forest,1170,21008,local,2016
Arable Land,25522,21005,local,2016
Meadows And Pasture,836,21005,local,2016
Permanent Crops,1536,21005,local,2016
Temporary Crops,24728,21005,local,2016
Temporary Fallow,624,21005,local,2016
Temporary Meadows,170,21005,local,2016
Other Land,1308,21005,local,2016
Ponds,0,21005,local,2016
Woodland And Forest,1170,21005,local,2016
Arable Land,25522,21001,local,2016
Meadows And Pasture,836,21001,local,2016
Permanent Crops,1536,21001,local,2016
Temporary Crops,24728,21001,local,2016
Temporary Fallow,624,21001,local,2016
Temporary Meadows,170,21001,local,2016
Other Land,1308,21001,local,2016
Ponds,0,21001,local,2016
Woodland And Forest,1170,21001,local,2016
Arable Land,25522,21002,local,2016
Meadows And Pasture,836,21002,local,2016
Permanent Crops,1536,21002,local,2016
Temporary Crops,24728,21002,local,2016
Temporary Fallow,624,21002,local,2016
Temporary Meadows,170,21002,local,2016
Other Land,1308,21002,local,2016
Ponds,0,21002,local,2016
Woodland And Forest,1170,21002,local,2016
Arable Land,25522,21007,local,2016
Meadows And Pasture,836,21007,local,2016
Permanent Crops,1536,21007,local,2016
Temporary Crops,24728,21007,local,2016
Temporary Fallow,624,21007,local,2016
Temporary Meadows,170,21007,local,2016
Other Land,1308,21007,local,2016
Ponds,0,21007,local,2016
Woodland And Forest,1170,21007,local,2016
Arable Land,25522,21004,local,2016
Meadows And Pasture,836,21004,local,2016
Permanent Crops,1536,21004,local,2016
Temporary Crops,24728,21004,local,2016
Temporary Fallow,624,21004,local,2016
Temporary Meadows,170,21004,local,2016
Other Land,1308,21004,local,2016
Ponds,0,21004,local,2016
Woodland And Forest,1170,21004,local,2016
Arable Land,25522,21003,local,2016
Meadows And Pasture,836,21003,local,2016
Permanent Crops,1536,21003,local,2016
Temporary Crops,24728,21003,local,2016
Temporary Fallow,624,21003,local,2016
Temporary Meadows,170,21003,local,2016
Other Land,1308,21003,local,2016
Ponds,0,21003,local,2016
Woodland And Forest,1170,21003,local,2016
Arable Land,25522,21006,local,2016
Meadows And Pasture,836,21006,local,2016
Permanent Crops,1536,21006,local,2016
Temporary Crops,24728,21006,local,2016
Temporary Fallow,624,21006,local,2016
Temporary Meadows,170,21006,local,2016
Other Land,1308,21006,local,2016
Ponds,0,21006,local,2016
Woodland And Forest,1170,21006,local,2016
Arable Land,30623,48,district,2016
Meadows And Pasture,158,48,district,2016
Permanent Crops,253,48,district,2016
Temporary Crops,30222,48,district,2016
Temporary Fallow,372,48,district,2016
Temporary Meadows,29,48,district,2016
Other Land,1394,48,district,2016
Ponds,6,48,district,2016
Woodland And Forest,563,48,district,2016
Arable Land,30623,28009,local,2016
Meadows And Pasture,158,28009,local,2016
Permanent Crops,253,28009,local,2016
Temporary Crops,30222,28009,local,2016
Temporary Fallow,372,28009,local,2016
Temporary Meadows,29,28009,local,2016
Other Land,1394,28009,local,2016
Ponds,6,28009,local,2016
Woodland And Forest,563,28009,local,2016
Arable Land,30623,28002,local,2016
Meadows And Pasture,158,28002,local,2016
Permanent Crops,253,28002,local,2016
Temporary Crops,30222,28002,local,2016
Temporary Fallow,372,28002,local,2016
Temporary Meadows,29,28002,local,2016
Other Land,1394,28002,local,2016
Ponds,6,28002,local,2016
Woodland And Forest,563,28002,local,2016
Arable Land,30623,28008,local,2016
Meadows And Pasture,158,28008,local,2016
Permanent Crops,253,28008,local,2016
Temporary Crops,30222,28008,local,2016
Temporary Fallow,372,28008,local,2016
Temporary Meadows,29,28008,local,2016
Other Land,1394,28008,local,2016
Ponds,6,28008,local,2016
Woodland And Forest,563,28008,local,2016
Arable Land,30623,28006,local,2016
Meadows And Pasture,158,28006,local,2016
Permanent Crops,253,28006,local,2016
Temporary Crops,30222,28006,local,2016
Temporary Fallow,372,28006,local,2016
Temporary Meadows,29,28006,local,2016
Other Land,1394,28006,local,2016
Ponds,6,28006,local,2016
Woodland And Forest,563,28006,local,2016
Arable Land,30623,28011,local,2016
Meadows And Pasture,158,28011,local,2016
Permanent Crops,253,28011,local,2016
Temporary Crops,30222,28011,local,2016
Temporary Fallow,372,28011,local,2016
Temporary Meadows,29,28011,local,2016
Other Land,1394,28011,local,2016
Ponds,6,28011,local,2016
Woodland And Forest,563,28011,local,2016
Arable Land,30623,28012,local,2016
Meadows And Pasture,158,28012,local,2016
Permanent Crops,253,28012,local,2016
Temporary Crops,30222,28012,local,2016
Temporary Fallow,372,28012,local,2016
Temporary Meadows,29,28012,local,2016
Other Land,1394,28012,local,2016
Ponds,6,28012,local,2016
Woodland And Forest,563,28012,local,2016
Arable Land,30623,28003,local,2016
Meadows And Pasture,158,28003,local,2016
Permanent Crops,253,28003,local,2016
Temporary Crops,30222,28003,local,2016
Temporary Fallow,372,28003,local,2016
Temporary Meadows,29,28003,local,2016
Other Land,1394,28003,local,2016
Ponds,6,28003,local,2016
Woodland And Forest,563,28003,local,2016
Arable Land,30623,28005,local,2016
Meadows And Pasture,158,28005,local,2016
Permanent Crops,253,28005,local,2016
Temporary Crops,30222,28005,local,2016
Temporary Fallow,372,28005,local,2016
Temporary Meadows,29,28005,local,2016
Other Land,1394,28005,local,2016
Ponds,6,28005,local,2016
Woodland And Forest,563,28005,local,2016
Arable Land,30623,28010,local,2016
Meadows And Pasture,158,28010,local,2016
Permanent Crops,253,28010,local,2016
Temporary Crops,30222,28010,local,2016
Temporary Fallow,372,28010,local,2016
Temporary Meadows,29,28010,local,2016
Other Land,1394,28010,local,2016
Ponds,6,28010,local,2016
Woodland And Forest,563,28010,local,2016
Arable Land,30623,28007,local,2016
Meadows And Pasture,158,28007,local,2016
Permanent Crops,253,28007,local,2016
Temporary Crops,30222,28007,local,2016
Temporary Fallow,372,28007,local,2016
Temporary Meadows,29,28007,local,2016
Other Land,1394,28007,local,2016
Ponds,6,28007,local,2016
Woodland And Forest,563,28007,local,2016
Arable Land,30623,28001,local,2016
Meadows And Pasture,158,28001,local,2016
Permanent Crops,253,28001,local,2016
Temporary Crops,30222,28001,local,2016
Temporary Fallow,372,28001,local,2016
Temporary Meadows,29,28001,local,2016
Other Land,1394,28001,local,2016
Ponds,6,28001,local,2016
Woodland And Forest,563,28001,local,2016
Arable Land,30623,28004,local,2016
Meadows And Pasture,158,28004,local,2016
Permanent Crops,253,28004,local,2016
Temporary Crops,30222,28004,local,2016
Temporary Fallow,372,28004,local,2016
Temporary Meadows,29,28004,local,2016
Other Land,1394,28004,local,2016
Ponds,6,28004,local,2016
Woodland And Forest,563,28004,local,2016
Arable Land,31608,17,district,2016
Meadows And Pasture,324,17,district,2016
Permanent Crops,935,17,district,2016
Temporary Crops,30991,17,district,2016
Temporary Fallow,501,17,district,2016
Temporary Meadows,116,17,district,2016
Other Land,1865,17,district,2016
Ponds,5,17,district,2016
Woodland And Forest,660,17,district,2016
Arable Land,31608,30010,local,2016
Meadows And Pasture,324,30010,local,2016
Permanent Crops,935,30010,local,2016
Temporary Crops,30991,30010,local,2016
Temporary Fallow,501,30010,local,2016
Temporary Meadows,116,30010,local,2016
Other Land,1865,30010,local,2016
Ponds,5,30010,local,2016
Woodland And Forest,660,30010,local,2016
Arable Land,31608,30007,local,2016
Meadows And Pasture,324,30007,local,2016
Permanent Crops,935,30007,local,2016
Temporary Crops,30991,30007,local,2016
Temporary Fallow,501,30007,local,2016
Temporary Meadows,116,30007,local,2016
Other Land,1865,30007,local,2016
Ponds,5,30007,local,2016
Woodland And Forest,660,30007,local,2016
Arable Land,31608,30004,local,2016
Meadows And Pasture,324,30004,local,2016
Permanent Crops,935,30004,local,2016
Temporary Crops,30991,30004,local,2016
Temporary Fallow,501,30004,local,2016
Temporary Meadows,116,30004,local,2016
Other Land,1865,30004,local,2016
Ponds,5,30004,local,2016
Woodland And Forest,660,30004,local,2016
Arable Land,31608,30009,local,2016
Meadows And Pasture,324,30009,local,2016
Permanent Crops,935,30009,local,2016
Temporary Crops,30991,30009,local,2016
Temporary Fallow,501,30009,local,2016
Temporary Meadows,116,30009,local,2016
Other Land,1865,30009,local,2016
Ponds,5,30009,local,2016
Woodland And Forest,660,30009,local,2016
Arable Land,31608,30011,local,2016
Meadows And Pasture,324,30011,local,2016
Permanent Crops,935,30011,local,2016
Temporary Crops,30991,30011,local,2016
Temporary Fallow,501,30011,local,2016
Temporary Meadows,116,30011,local,2016
Other Land,1865,30011,local,2016
Ponds,5,30011,local,2016
Woodland And Forest,660,30011,local,2016
Arable Land,31608,30005,local,2016
Meadows And Pasture,324,30005,local,2016
Permanent Crops,935,30005,local,2016
Temporary Crops,30991,30005,local,2016
Temporary Fallow,501,30005,local,2016
Temporary Meadows,116,30005,local,2016
Other Land,1865,30005,local,2016
Ponds,5,30005,local,2016
Woodland And Forest,660,30005,local,2016
Arable Land,31608,30008,local,2016
Meadows And Pasture,324,30008,local,2016
Permanent Crops,935,30008,local,2016
Temporary Crops,30991,30008,local,2016
Temporary Fallow,501,30008,local,2016
Temporary Meadows,116,30008,local,2016
Other Land,1865,30008,local,2016
Ponds,5,30008,local,2016
Woodland And Forest,660,30008,local,2016
Arable Land,31608,30003,local,2016
Meadows And Pasture,324,30003,local,2016
Permanent Crops,935,30003,local,2016
Temporary Crops,30991,30003,local,2016
Temporary Fallow,501,30003,local,2016
Temporary Meadows,116,30003,local,2016
Other Land,1865,30003,local,2016
Ponds,5,30003,local,2016
Woodland And Forest,660,30003,local,2016
Arable Land,31608,30006,local,2016
Meadows And Pasture,324,30006,local,2016
Permanent Crops,935,30006,local,2016
Temporary Crops,30991,30006,local,2016
Temporary Fallow,501,30006,local,2016
Temporary Meadows,116,30006,local,2016
Other Land,1865,30006,local,2016
Ponds,5,30006,local,2016
Woodland And Forest,660,30006,local,2016
Arable Land,31608,30013,local,2016
Meadows And Pasture,324,30013,local,2016
Permanent Crops,935,30013,local,2016
Temporary Crops,30991,30013,local,2016
Temporary Fallow,501,30013,local,2016
Temporary Meadows,116,30013,local,2016
Other Land,1865,30013,local,2016
Ponds,5,30013,local,2016
Woodland And Forest,660,30013,local,2016
Arable Land,31608,30002,local,2016
Meadows And Pasture,324,30002,local,2016
Permanent Crops,935,30002,local,2016
Temporary Crops,30991,30002,local,2016
Temporary Fallow,501,30002,local,2016
Temporary Meadows,116,30002,local,2016
Other Land,1865,30002,local,2016
Ponds,5,30002,local,2016
Woodland And Forest,660,30002,local,2016
Arable Land,31608,30012,local,2016
Meadows And Pasture,324,30012,local,2016
Permanent Crops,935,30012,local,2016
Temporary Crops,30991,30012,local,2016
Temporary Fallow,501,30012,local,2016
Temporary Meadows,116,30012,local,2016
Other Land,1865,30012,local,2016
Ponds,5,30012,local,2016
Woodland And Forest,660,30012,local,2016
Arable Land,31608,30001,local,2016
Meadows And Pasture,324,30001,local,2016
Permanent Crops,935,30001,local,2016
Temporary Crops,30991,30001,local,2016
Temporary Fallow,501,30001,local,2016
Temporary Meadows,116,30001,local,2016
Other Land,1865,30001,local,2016
Ponds,5,30001,local,2016
Woodland And Forest,660,30001,local,2016
Arable Land,404541,5,province,2016
Meadows And Pasture,5561,5,province,2016
Permanent Crops,44388,5,province,2016
Temporary Crops,398849,5,province,2016
Temporary Fallow,4389,5,province,2016
Temporary Meadows,1303,5,province,2016
Other Land,21017,5,province,2016
Ponds,828,5,province,2016
Woodland And Forest,8343,5,province,2016
Arable Land,19451,24,district,2016
Meadows And Pasture,3428,24,district,2016
Permanent Crops,14950,24,district,2016
Temporary Crops,18814,24,district,2016
Temporary Fallow,518,24,district,2016
Temporary Meadows,119,24,district,2016
Other Land,1433,24,district,2016
Ponds,1,24,district,2016
Woodland And Forest,1648,24,district,2016
Arable Land,19451,46006,local,2016
Meadows And Pasture,3428,46006,local,2016
Permanent Crops,14950,46006,local,2016
Temporary Crops,18814,46006,local,2016
Temporary Fallow,518,46006,local,2016
Temporary Meadows,119,46006,local,2016
Other Land,1433,46006,local,2016
Ponds,1,46006,local,2016
Woodland And Forest,1648,46006,local,2016
Arable Land,19451,46001,local,2016
Meadows And Pasture,3428,46001,local,2016
