toilet type,total,geo_code,geo_level
Flush Toilet Septic Tank,402,66001,local
Not Stated about Toilet,0,66001,local
Ordinary Toilet,141,66001,local
Without Tiolet,578,66001,local
Flush toilet (sewerage),0,66005,local
Flush Toilet Septic Tank,437,66005,local
Not Stated about Toilet,1,66005,local
Ordinary Toilet,419,66005,local
Without Tiolet,937,66005,local
Flush toilet (sewerage),0,66004,local
Flush Toilet Septic Tank,84,66004,local
Not Stated about Toilet,0,66004,local
Ordinary Toilet,286,66004,local
Without Tiolet,465,66004,local
Flush toilet (sewerage),0,66003,local
Flush Toilet Septic Tank,351,66003,local
Not Stated about Toilet,1,66003,local
Ordinary Toilet,211,66003,local
Without Tiolet,569,66003,local
Flush toilet (sewerage),0,66002,local
Flush Toilet Septic Tank,82,66002,local
Not Stated about Toilet,0,66002,local
Ordinary Toilet,492,66002,local
Without Tiolet,389,66002,local
Flush toilet (sewerage),0,66006,local
Flush Toilet Septic Tank,942,66006,local
Not Stated about Toilet,8,66006,local
Ordinary Toilet,394,66006,local
Without Tiolet,1222,66006,local
Flush toilet (sewerage),0,66007,local
Flush Toilet Septic Tank,286,66007,local
Not Stated about Toilet,0,66007,local
Ordinary Toilet,201,66007,local
Without Tiolet,539,66007,local
Flush toilet (sewerage),4,29,district
Flush Toilet Septic Tank,6453,29,district
Not Stated about Toilet,125,29,district
Ordinary Toilet,6792,29,district
Without Tiolet,5917,29,district
Flush toilet (sewerage),0,63004,local
Flush Toilet Septic Tank,337,63004,local
Not Stated about Toilet,13,63004,local
Ordinary Toilet,939,63004,local
Without Tiolet,958,63004,local
Flush toilet (sewerage),0,63006,local
Flush Toilet Septic Tank,608,63006,local
Not Stated about Toilet,10,63006,local
Ordinary Toilet,334,63006,local
Without Tiolet,1044,63006,local
Flush toilet (sewerage),0,63008,local
Flush Toilet Septic Tank,1432,63008,local
Not Stated about Toilet,9,63008,local
Ordinary Toilet,449,63008,local
Without Tiolet,360,63008,local
Flush toilet (sewerage),0,63005,local
Flush Toilet Septic Tank,861,63005,local
Not Stated about Toilet,22,63005,local
Ordinary Toilet,1186,63005,local
Without Tiolet,468,63005,local
Flush toilet (sewerage),1,63001,local
Flush Toilet Septic Tank,1362,63001,local
Not Stated about Toilet,39,63001,local
Ordinary Toilet,1852,63001,local
Without Tiolet,742,63001,local
Flush toilet (sewerage),0,63002,local
Flush Toilet Septic Tank,226,63002,local
Not Stated about Toilet,9,63002,local
Ordinary Toilet,914,63002,local
Without Tiolet,699,63002,local
Flush toilet (sewerage),0,63003,local
Flush Toilet Septic Tank,713,63003,local
Not Stated about Toilet,13,63003,local
Ordinary Toilet,369,63003,local
Without Tiolet,618,63003,local
Flush toilet (sewerage),3,63007,local
Flush Toilet Septic Tank,914,63007,local
Not Stated about Toilet,10,63007,local
Ordinary Toilet,749,63007,local
Without Tiolet,1028,63007,local
Flush toilet (sewerage),953,70,district
Flush Toilet Septic Tank,30401,70,district
Not Stated about Toilet,455,70,district
Ordinary Toilet,20159,70,district
Without Tiolet,20862,70,district
Flush toilet (sewerage),62,59008,local
Flush Toilet Septic Tank,2720,59008,local
Not Stated about Toilet,55,59008,local
Ordinary Toilet,2032,59008,local
Without Tiolet,1435,59008,local
Flush toilet (sewerage),12,59005,local
Flush Toilet Septic Tank,233,59005,local
Not Stated about Toilet,17,59005,local
Ordinary Toilet,1451,59005,local
Without Tiolet,1210,59005,local
Flush toilet (sewerage),94,59006,local
Flush Toilet Septic Tank,3014,59006,local
Not Stated about Toilet,51,59006,local
Ordinary Toilet,3375,59006,local
Without Tiolet,3038,59006,local
Flush toilet (sewerage),56,59001,local
Flush Toilet Septic Tank,1718,59001,local
Not Stated about Toilet,23,59001,local
Ordinary Toilet,1283,59001,local
Without Tiolet,2368,59001,local
Flush toilet (sewerage),90,59007,local
Flush Toilet Septic Tank,2610,59007,local
Not Stated about Toilet,50,59007,local
Ordinary Toilet,2307,59007,local
Without Tiolet,1289,59007,local
Flush toilet (sewerage),49,59009,local
Flush Toilet Septic Tank,841,59009,local
Not Stated about Toilet,32,59009,local
Ordinary Toilet,922,59009,local
Without Tiolet,3250,59009,local
Flush toilet (sewerage),364,59003,local
Flush Toilet Septic Tank,15615,59003,local
Not Stated about Toilet,144,59003,local
Ordinary Toilet,4807,59003,local
Without Tiolet,2780,59003,local
Flush toilet (sewerage),148,59002,local
Flush Toilet Septic Tank,2690,59002,local
Not Stated about Toilet,37,59002,local
Ordinary Toilet,3044,59002,local
Without Tiolet,2906,59002,local
Flush toilet (sewerage),78,59004,local
Flush Toilet Septic Tank,960,59004,local
Not Stated about Toilet,46,59004,local
Ordinary Toilet,938,59004,local
Without Tiolet,2586,59004,local
Flush toilet (sewerage),3,21,district
Flush Toilet Septic Tank,2490,21,district
Not Stated about Toilet,21,21,district
Ordinary Toilet,1275,21,district
Without Tiolet,3677,21,district
Flush toilet (sewerage),0,62007,local
Flush Toilet Septic Tank,1162,62007,local
Not Stated about Toilet,2,62007,local
Ordinary Toilet,297,62007,local
Without Tiolet,442,62007,local
Flush toilet (sewerage),0,62004,local
Flush Toilet Septic Tank,22,62004,local
Not Stated about Toilet,1,62004,local
Ordinary Toilet,17,62004,local
Without Tiolet,740,62004,local
Flush toilet (sewerage),0,62001,local
Flush Toilet Septic Tank,3,62001,local
Not Stated about Toilet,1,62001,local
Ordinary Toilet,0,62001,local
Without Tiolet,278,62001,local
Flush toilet (sewerage),1,62006,local
Flush Toilet Septic Tank,7,62006,local
Not Stated about Toilet,5,62006,local
Ordinary Toilet,301,62006,local
Without Tiolet,416,62006,local
Flush toilet (sewerage),0,62003,local
Flush Toilet Septic Tank,140,62003,local
Not Stated about Toilet,0,62003,local
Ordinary Toilet,203,62003,local
Without Tiolet,90,62003,local
Flush toilet (sewerage),2,62002,local
Flush Toilet Septic Tank,6,62002,local
Not Stated about Toilet,4,62002,local
Ordinary Toilet,9,62002,local
Without Tiolet,447,62002,local
Flush toilet (sewerage),0,62008,local
Flush Toilet Septic Tank,1036,62008,local
Not Stated about Toilet,7,62008,local
Ordinary Toilet,282,62008,local
Without Tiolet,619,62008,local
Flush toilet (sewerage),0,62005,local
Flush Toilet Septic Tank,114,62005,local
Not Stated about Toilet,1,62005,local
Ordinary Toilet,166,62005,local
Without Tiolet,645,62005,local
Flush toilet (sewerage),4,44,district
Flush Toilet Septic Tank,1335,44,district
Not Stated about Toilet,108,44,district
Ordinary Toilet,3198,44,district
Without Tiolet,4955,44,district
Flush toilet (sewerage),4,65002,local
Flush Toilet Septic Tank,276,65002,local
Not Stated about Toilet,42,65002,local
Ordinary Toilet,465,65002,local
Without Tiolet,2034,65002,local
Flush toilet (sewerage),0,65001,local
Flush Toilet Septic Tank,137,65001,local
Not Stated about Toilet,33,65001,local
Ordinary Toilet,2373,65001,local
Without Tiolet,1098,65001,local
Flush toilet (sewerage),0,65003,local
Flush Toilet Septic Tank,167,65003,local
Not Stated about Toilet,4,65003,local
Ordinary Toilet,207,65003,local
Without Tiolet,651,65003,local
Flush toilet (sewerage),0,65004,local
Flush Toilet Septic Tank,755,65004,local
Not Stated about Toilet,29,65004,local
Ordinary Toilet,153,65004,local
Without Tiolet,1172,65004,local
Flush toilet (sewerage),374,61,district
Flush Toilet Septic Tank,7832,61,district
Not Stated about Toilet,373,61,district
Ordinary Toilet,4996,61,district
Without Tiolet,32949,61,district
Flush toilet (sewerage),90,55009,local
Flush Toilet Septic Tank,2162,55009,local
Not Stated about Toilet,124,55009,local
Ordinary Toilet,1321,55009,local
Without Tiolet,3694,55009,local
Flush toilet (sewerage),40,55003,local
Flush Toilet Septic Tank,1040,55003,local
Not Stated about Toilet,15,55003,local
Ordinary Toilet,590,55003,local
Without Tiolet,2723,55003,local
Flush toilet (sewerage),31,55002,local
Flush Toilet Septic Tank,393,55002,local
Not Stated about Toilet,31,55002,local
Ordinary Toilet,604,55002,local
Without Tiolet,5704,55002,local
Flush toilet (sewerage),28,55010,local
Flush Toilet Septic Tank,1136,55010,local
Not Stated about Toilet,13,55010,local
Ordinary Toilet,257,55010,local
Without Tiolet,2013,55010,local
Flush toilet (sewerage),24,55006,local
Flush Toilet Septic Tank,463,55006,local
Not Stated about Toilet,59,55006,local
Ordinary Toilet,413,55006,local
Without Tiolet,3384,55006,local
Flush toilet (sewerage),35,55001,local
Flush Toilet Septic Tank,1434,55001,local
Not Stated about Toilet,26,55001,local
Ordinary Toilet,608,55001,local
Without Tiolet,3803,55001,local
Flush toilet (sewerage),62,55007,local
Flush Toilet Septic Tank,627,55007,local
Not Stated about Toilet,14,55007,local
Ordinary Toilet,395,55007,local
Without Tiolet,2559,55007,local
Flush toilet (sewerage),28,55004,local
Flush Toilet Septic Tank,104,55004,local
Not Stated about Toilet,22,55004,local
Ordinary Toilet,270,55004,local
Without Tiolet,3036,55004,local
Flush toilet (sewerage),18,55008,local
Flush Toilet Septic Tank,266,55008,local
Not Stated about Toilet,31,55008,local
Ordinary Toilet,342,55008,local
Without Tiolet,4088,55008,local
Flush toilet (sewerage),18,55005,local
Flush Toilet Septic Tank,207,55005,local
Not Stated about Toilet,38,55005,local
Ordinary Toilet,196,55005,local
Without Tiolet,1945,55005,local
Flush toilet (sewerage),252,77,district
Flush Toilet Septic Tank,4265,77,district
Not Stated about Toilet,91,77,district
Ordinary Toilet,7229,77,district
Without Tiolet,18798,77,district
Flush toilet (sewerage),48,54003,local
Flush Toilet Septic Tank,864,54003,local
Not Stated about Toilet,21,54003,local
Ordinary Toilet,731,54003,local
Without Tiolet,3758,54003,local
Flush toilet (sewerage),46,54001,local
Flush Toilet Septic Tank,133,54001,local
Not Stated about Toilet,30,54001,local
Ordinary Toilet,1921,54001,local
Without Tiolet,4291,54001,local
Flush toilet (sewerage),41,54005,local
Flush Toilet Septic Tank,446,54005,local
Not Stated about Toilet,15,54005,local
Ordinary Toilet,495,54005,local
Without Tiolet,3132,54005,local
Flush toilet (sewerage),21,54006,local
Flush Toilet Septic Tank,196,54006,local
Not Stated about Toilet,6,54006,local
Ordinary Toilet,817,54006,local
Without Tiolet,2569,54006,local
Flush toilet (sewerage),26,54002,local
Flush Toilet Septic Tank,296,54002,local
Not Stated about Toilet,14,54002,local
Ordinary Toilet,1020,54002,local
Without Tiolet,2391,54002,local
Flush toilet (sewerage),70,54004,local
Flush Toilet Septic Tank,2330,54004,local
Not Stated about Toilet,5,54004,local
Ordinary Toilet,2245,54004,local
Without Tiolet,2657,54004,local
Flush toilet (sewerage),294,27,district
Flush Toilet Septic Tank,5021,27,district
Not Stated about Toilet,117,27,district
Ordinary Toilet,7927,27,district
Without Tiolet,17109,27,district
Flush toilet (sewerage),93,61005,local
Flush Toilet Septic Tank,161,61005,local
Not Stated about Toilet,21,61005,local
Ordinary Toilet,947,61005,local
Without Tiolet,2368,61005,local
Flush toilet (sewerage),43,61004,local
Flush Toilet Septic Tank,1061,61004,local
Not Stated about Toilet,25,61004,local
Ordinary Toilet,716,61004,local
Without Tiolet,1929,61004,local
Flush toilet (sewerage),40,61002,local
Flush Toilet Septic Tank,594,61002,local
Not Stated about Toilet,19,61002,local
Ordinary Toilet,2053,61002,local
Without Tiolet,3884,61002,local
Flush toilet (sewerage),26,61001,local
Flush Toilet Septic Tank,577,61001,local
Not Stated about Toilet,11,61001,local
Ordinary Toilet,416,61001,local
Without Tiolet,2063,61001,local
Flush toilet (sewerage),18,61006,local
Flush Toilet Septic Tank,750,61006,local
Not Stated about Toilet,6,61006,local
Ordinary Toilet,385,61006,local
Without Tiolet,1397,61006,local
Flush toilet (sewerage),50,61007,local
Flush Toilet Septic Tank,635,61007,local
Not Stated about Toilet,12,61007,local
Ordinary Toilet,1210,61007,local
Without Tiolet,2814,61007,local
Flush toilet (sewerage),24,61003,local
Flush Toilet Septic Tank,1243,61003,local
Not Stated about Toilet,23,61003,local
Ordinary Toilet,2200,61003,local
Without Tiolet,2654,61003,local
Flush toilet (sewerage),5,31,district
Flush Toilet Septic Tank,4631,31,district
Not Stated about Toilet,137,31,district
Ordinary Toilet,8308,31,district
Without Tiolet,9927,31,district
Flush toilet (sewerage),0,64002,local
Flush Toilet Septic Tank,800,64002,local
Not Stated about Toilet,30,64002,local
Ordinary Toilet,1404,64002,local
Without Tiolet,1378,64002,local
Flush toilet (sewerage),0,64001,local
Flush Toilet Septic Tank,284,64001,local
Not Stated about Toilet,9,64001,local
Ordinary Toilet,1079,64001,local
Without Tiolet,1086,64001,local
Flush toilet (sewerage),0,64006,local
Flush Toilet Septic Tank,132,64006,local
Not Stated about Toilet,11,64006,local
Ordinary Toilet,403,64006,local
Without Tiolet,1875,64006,local
Flush toilet (sewerage),3,64004,local
Flush Toilet Septic Tank,1762,64004,local
Not Stated about Toilet,19,64004,local
Ordinary Toilet,1386,64004,local
Without Tiolet,415,64004,local
Flush toilet (sewerage),1,64009,local
Flush Toilet Septic Tank,301,64009,local
Not Stated about Toilet,17,64009,local
Ordinary Toilet,887,64009,local
Without Tiolet,1487,64009,local
Flush toilet (sewerage),1,64008,local
Flush Toilet Septic Tank,359,64008,local
Not Stated about Toilet,4,64008,local
Ordinary Toilet,319,64008,local
Without Tiolet,1422,64008,local
Flush toilet (sewerage),0,64007,local
Flush Toilet Septic Tank,224,64007,local
Not Stated about Toilet,15,64007,local
Ordinary Toilet,748,64007,local
Without Tiolet,1698,64007,local
Flush toilet (sewerage),0,64003,local
Flush Toilet Septic Tank,41,64003,local
Not Stated about Toilet,8,64003,local
Ordinary Toilet,929,64003,local
Without Tiolet,469,64003,local
Flush toilet (sewerage),0,64005,local
Flush Toilet Septic Tank,728,64005,local
Not Stated about Toilet,24,64005,local
Ordinary Toilet,1153,64005,local
Without Tiolet,97,64005,local
