education level passed,geo_code,geo_level,sex,total
Non Formal Education,3003,local,Female,6747
Non Formal Education,3003,local,Male,7018
Others,3003,local,Female,20
Others,3003,local,Male,24
Post Graduate Equivalent and Above,3003,local,Female,181
Post Graduate Equivalent and Above,3003,local,Male,672
Primary Education (1-5 Class),3003,local,Female,36034
Primary Education (1-5 Class),3003,local,Male,42120
Secondary Level (Class 9-10),3003,local,Female,15035
Secondary Level (Class 9-10),3003,local,Male,14784
SLC and Equivalent,3003,local,Female,10184
SLC and Equivalent,3003,local,Male,9883
Beginners,3006,local,Female,1901
Beginners,3006,local,Male,2075
Graduate and Equivalent,3006,local,Female,1108
Graduate and Equivalent,3006,local,Male,2266
Intermediate and Equivalent,3006,local,Female,4468
Intermediate and Equivalent,3006,local,Male,5134
Level not Stated,3006,local,Female,696
Level not Stated,3006,local,Male,868
Lower Secondary (Class 6-8),3006,local,Female,24655
Lower Secondary (Class 6-8),3006,local,Male,24257
Non Formal Education,3006,local,Female,6747
Non Formal Education,3006,local,Male,7018
Others,3006,local,Female,20
Others,3006,local,Male,24
Post Graduate Equivalent and Above,3006,local,Female,181
Post Graduate Equivalent and Above,3006,local,Male,672
Primary Education (1-5 Class),3006,local,Female,36034
Primary Education (1-5 Class),3006,local,Male,42120
Secondary Level (Class 9-10),3006,local,Female,15035
Secondary Level (Class 9-10),3006,local,Male,14784
SLC and Equivalent,3006,local,Female,10184
SLC and Equivalent,3006,local,Male,9883
Beginners,3005,local,Female,1901
Beginners,3005,local,Male,2075
Graduate and Equivalent,3005,local,Female,1108
Graduate and Equivalent,3005,local,Male,2266
Intermediate and Equivalent,3005,local,Female,4468
Intermediate and Equivalent,3005,local,Male,5134
Level not Stated,3005,local,Female,696
Level not Stated,3005,local,Male,868
Lower Secondary (Class 6-8),3005,local,Female,24655
Lower Secondary (Class 6-8),3005,local,Male,24257
Non Formal Education,3005,local,Female,6747
Non Formal Education,3005,local,Male,7018
Others,3005,local,Female,20
Others,3005,local,Male,24
Post Graduate Equivalent and Above,3005,local,Female,181
Post Graduate Equivalent and Above,3005,local,Male,672
Primary Education (1-5 Class),3005,local,Female,36034
Primary Education (1-5 Class),3005,local,Male,42120
Secondary Level (Class 9-10),3005,local,Female,15035
Secondary Level (Class 9-10),3005,local,Male,14784
SLC and Equivalent,3005,local,Female,10184
SLC and Equivalent,3005,local,Male,9883
Beginners,3008,local,Female,1901
Beginners,3008,local,Male,2075
Graduate and Equivalent,3008,local,Female,1108
Graduate and Equivalent,3008,local,Male,2266
Intermediate and Equivalent,3008,local,Female,4468
Intermediate and Equivalent,3008,local,Male,5134
Level not Stated,3008,local,Female,696
Level not Stated,3008,local,Male,868
Lower Secondary (Class 6-8),3008,local,Female,24655
Lower Secondary (Class 6-8),3008,local,Male,24257
Non Formal Education,3008,local,Female,6747
Non Formal Education,3008,local,Male,7018
Others,3008,local,Female,20
Others,3008,local,Male,24
Post Graduate Equivalent and Above,3008,local,Female,181
Post Graduate Equivalent and Above,3008,local,Male,672
Primary Education (1-5 Class),3008,local,Female,36034
Primary Education (1-5 Class),3008,local,Male,42120
Secondary Level (Class 9-10),3008,local,Female,15035
Secondary Level (Class 9-10),3008,local,Male,14784
SLC and Equivalent,3008,local,Female,10184
SLC and Equivalent,3008,local,Male,9883
Beginners,3004,local,Female,1901
Beginners,3004,local,Male,2075
Graduate and Equivalent,3004,local,Female,1108
Graduate and Equivalent,3004,local,Male,2266
Intermediate and Equivalent,3004,local,Female,4468
Intermediate and Equivalent,3004,local,Male,5134
Level not Stated,3004,local,Female,696
Level not Stated,3004,local,Male,868
Lower Secondary (Class 6-8),3004,local,Female,24655
Lower Secondary (Class 6-8),3004,local,Male,24257
Non Formal Education,3004,local,Female,6747
Non Formal Education,3004,local,Male,7018
Others,3004,local,Female,20
Others,3004,local,Male,24
Post Graduate Equivalent and Above,3004,local,Female,181
Post Graduate Equivalent and Above,3004,local,Male,672
Primary Education (1-5 Class),3004,local,Female,36034
Primary Education (1-5 Class),3004,local,Male,42120
Secondary Level (Class 9-10),3004,local,Female,15035
Secondary Level (Class 9-10),3004,local,Male,14784
SLC and Equivalent,3004,local,Female,10184
SLC and Equivalent,3004,local,Male,9883
Beginners,3002,local,Female,1901
Beginners,3002,local,Male,2075
Graduate and Equivalent,3002,local,Female,1108
Graduate and Equivalent,3002,local,Male,2266
Intermediate and Equivalent,3002,local,Female,4468
Intermediate and Equivalent,3002,local,Male,5134
Level not Stated,3002,local,Female,696
Level not Stated,3002,local,Male,868
Lower Secondary (Class 6-8),3002,local,Female,24655
Lower Secondary (Class 6-8),3002,local,Male,24257
Non Formal Education,3002,local,Female,6747
Non Formal Education,3002,local,Male,7018
Others,3002,local,Female,20
Others,3002,local,Male,24
Post Graduate Equivalent and Above,3002,local,Female,181
Post Graduate Equivalent and Above,3002,local,Male,672
Primary Education (1-5 Class),3002,local,Female,36034
Primary Education (1-5 Class),3002,local,Male,42120
Secondary Level (Class 9-10),3002,local,Female,15035
Secondary Level (Class 9-10),3002,local,Male,14784
SLC and Equivalent,3002,local,Female,10184
SLC and Equivalent,3002,local,Male,9883
Beginners,3010,local,Female,1901
Beginners,3010,local,Male,2075
Graduate and Equivalent,3010,local,Female,1108
Graduate and Equivalent,3010,local,Male,2266
Intermediate and Equivalent,3010,local,Female,4468
Intermediate and Equivalent,3010,local,Male,5134
Level not Stated,3010,local,Female,696
Level not Stated,3010,local,Male,868
Lower Secondary (Class 6-8),3010,local,Female,24655
Lower Secondary (Class 6-8),3010,local,Male,24257
Non Formal Education,3010,local,Female,6747
Non Formal Education,3010,local,Male,7018
Others,3010,local,Female,20
Others,3010,local,Male,24
Post Graduate Equivalent and Above,3010,local,Female,181
Post Graduate Equivalent and Above,3010,local,Male,672
Primary Education (1-5 Class),3010,local,Female,36034
Primary Education (1-5 Class),3010,local,Male,42120
Secondary Level (Class 9-10),3010,local,Female,15035
Secondary Level (Class 9-10),3010,local,Male,14784
SLC and Equivalent,3010,local,Female,10184
SLC and Equivalent,3010,local,Male,9883
Beginners,49,district,Female,1512
Beginners,49,district,Male,1588
Graduate and Equivalent,49,district,Female,256
Graduate and Equivalent,49,district,Male,673
Intermediate and Equivalent,49,district,Female,2103
Intermediate and Equivalent,49,district,Male,1862
Level not Stated,49,district,Female,220
Level not Stated,49,district,Male,169
Lower Secondary (Class 6-8),49,district,Female,8459
Lower Secondary (Class 6-8),49,district,Male,9225
Non Formal Education,49,district,Female,3038
Non Formal Education,49,district,Male,2862
Others,49,district,Female,39
Others,49,district,Male,48
Post Graduate Equivalent and Above,49,district,Female,32
Post Graduate Equivalent and Above,49,district,Male,206
Primary Education (1-5 Class),49,district,Female,18804
Primary Education (1-5 Class),49,district,Male,20739
Secondary Level (Class 9-10),49,district,Female,4383
Secondary Level (Class 9-10),49,district,Male,5302
SLC and Equivalent,49,district,Female,2995
SLC and Equivalent,49,district,Male,3364
Beginners,12008,local,Female,1512
Beginners,12008,local,Male,1588
Graduate and Equivalent,12008,local,Female,256
Graduate and Equivalent,12008,local,Male,673
Intermediate and Equivalent,12008,local,Female,2103
Intermediate and Equivalent,12008,local,Male,1862
Level not Stated,12008,local,Female,220
Level not Stated,12008,local,Male,169
Lower Secondary (Class 6-8),12008,local,Female,8459
Lower Secondary (Class 6-8),12008,local,Male,9225
Non Formal Education,12008,local,Female,3038
Non Formal Education,12008,local,Male,2862
Others,12008,local,Female,39
Others,12008,local,Male,48
Post Graduate Equivalent and Above,12008,local,Female,32
Post Graduate Equivalent and Above,12008,local,Male,206
Primary Education (1-5 Class),12008,local,Female,18804
Primary Education (1-5 Class),12008,local,Male,20739
Secondary Level (Class 9-10),12008,local,Female,4383
Secondary Level (Class 9-10),12008,local,Male,5302
SLC and Equivalent,12008,local,Female,2995
SLC and Equivalent,12008,local,Male,3364
Beginners,12001,local,Female,1512
Beginners,12001,local,Male,1588
Graduate and Equivalent,12001,local,Female,256
Graduate and Equivalent,12001,local,Male,673
Intermediate and Equivalent,12001,local,Female,2103
Intermediate and Equivalent,12001,local,Male,1862
Level not Stated,12001,local,Female,220
Level not Stated,12001,local,Male,169
Lower Secondary (Class 6-8),12001,local,Female,8459
Lower Secondary (Class 6-8),12001,local,Male,9225
Non Formal Education,12001,local,Female,3038
Non Formal Education,12001,local,Male,2862
Others,12001,local,Female,39
Others,12001,local,Male,48
Post Graduate Equivalent and Above,12001,local,Female,32
Post Graduate Equivalent and Above,12001,local,Male,206
Primary Education (1-5 Class),12001,local,Female,18804
Primary Education (1-5 Class),12001,local,Male,20739
Secondary Level (Class 9-10),12001,local,Female,4383
Secondary Level (Class 9-10),12001,local,Male,5302
SLC and Equivalent,12001,local,Female,2995
SLC and Equivalent,12001,local,Male,3364
Beginners,12002,local,Female,1512
Beginners,12002,local,Male,1588
Graduate and Equivalent,12002,local,Female,256
Graduate and Equivalent,12002,local,Male,673
Intermediate and Equivalent,12002,local,Female,2103
Intermediate and Equivalent,12002,local,Male,1862
Level not Stated,12002,local,Female,220
Level not Stated,12002,local,Male,169
Lower Secondary (Class 6-8),12002,local,Female,8459
Lower Secondary (Class 6-8),12002,local,Male,9225
Non Formal Education,12002,local,Female,3038
Non Formal Education,12002,local,Male,2862
Others,12002,local,Female,39
Others,12002,local,Male,48
Post Graduate Equivalent and Above,12002,local,Female,32
Post Graduate Equivalent and Above,12002,local,Male,206
Primary Education (1-5 Class),12002,local,Female,18804
Primary Education (1-5 Class),12002,local,Male,20739
Secondary Level (Class 9-10),12002,local,Female,4383
Secondary Level (Class 9-10),12002,local,Male,5302
SLC and Equivalent,12002,local,Female,2995
SLC and Equivalent,12002,local,Male,3364
Beginners,12004,local,Female,1512
Beginners,12004,local,Male,1588
Graduate and Equivalent,12004,local,Female,256
Graduate and Equivalent,12004,local,Male,673
Intermediate and Equivalent,12004,local,Female,2103
Intermediate and Equivalent,12004,local,Male,1862
Level not Stated,12004,local,Female,220
Level not Stated,12004,local,Male,169
Lower Secondary (Class 6-8),12004,local,Female,8459
Lower Secondary (Class 6-8),12004,local,Male,9225
Non Formal Education,12004,local,Female,3038
Non Formal Education,12004,local,Male,2862
Others,12004,local,Female,39
Others,12004,local,Male,48
Post Graduate Equivalent and Above,12004,local,Female,32
Post Graduate Equivalent and Above,12004,local,Male,206
Primary Education (1-5 Class),12004,local,Female,18804
Primary Education (1-5 Class),12004,local,Male,20739
Secondary Level (Class 9-10),12004,local,Female,4383
Secondary Level (Class 9-10),12004,local,Male,5302
SLC and Equivalent,12004,local,Female,2995
SLC and Equivalent,12004,local,Male,3364
Beginners,12007,local,Female,1512
Beginners,12007,local,Male,1588
Graduate and Equivalent,12007,local,Female,256
Graduate and Equivalent,12007,local,Male,673
Intermediate and Equivalent,12007,local,Female,2103
Intermediate and Equivalent,12007,local,Male,1862
Level not Stated,12007,local,Female,220
Level not Stated,12007,local,Male,169
Lower Secondary (Class 6-8),12007,local,Female,8459
Lower Secondary (Class 6-8),12007,local,Male,9225
Non Formal Education,12007,local,Female,3038
Non Formal Education,12007,local,Male,2862
Others,12007,local,Female,39
Others,12007,local,Male,48
Post Graduate Equivalent and Above,12007,local,Female,32
Post Graduate Equivalent and Above,12007,local,Male,206
Primary Education (1-5 Class),12007,local,Female,18804
Primary Education (1-5 Class),12007,local,Male,20739
Secondary Level (Class 9-10),12007,local,Female,4383
Secondary Level (Class 9-10),12007,local,Male,5302
SLC and Equivalent,12007,local,Female,2995
SLC and Equivalent,12007,local,Male,3364
Beginners,12005,local,Female,1512
Beginners,12005,local,Male,1588
Graduate and Equivalent,12005,local,Female,256
Graduate and Equivalent,12005,local,Male,673
Intermediate and Equivalent,12005,local,Female,2103
Intermediate and Equivalent,12005,local,Male,1862
Level not Stated,12005,local,Female,220
Level not Stated,12005,local,Male,169
Lower Secondary (Class 6-8),12005,local,Female,8459
Lower Secondary (Class 6-8),12005,local,Male,9225
Non Formal Education,12005,local,Female,3038
Non Formal Education,12005,local,Male,2862
Others,12005,local,Female,39
Others,12005,local,Male,48
Post Graduate Equivalent and Above,12005,local,Female,32
Post Graduate Equivalent and Above,12005,local,Male,206
Primary Education (1-5 Class),12005,local,Female,18804
Primary Education (1-5 Class),12005,local,Male,20739
Secondary Level (Class 9-10),12005,local,Female,4383
Secondary Level (Class 9-10),12005,local,Male,5302
SLC and Equivalent,12005,local,Female,2995
SLC and Equivalent,12005,local,Male,3364
Beginners,12003,local,Female,1512
Beginners,12003,local,Male,1588
Graduate and Equivalent,12003,local,Female,256
Graduate and Equivalent,12003,local,Male,673
Intermediate and Equivalent,12003,local,Female,2103
Intermediate and Equivalent,12003,local,Male,1862
Level not Stated,12003,local,Female,220
Level not Stated,12003,local,Male,169
Lower Secondary (Class 6-8),12003,local,Female,8459
Lower Secondary (Class 6-8),12003,local,Male,9225
Non Formal Education,12003,local,Female,3038
Non Formal Education,12003,local,Male,2862
Others,12003,local,Female,39
Others,12003,local,Male,48
Post Graduate Equivalent and Above,12003,local,Female,32
Post Graduate Equivalent and Above,12003,local,Male,206
Primary Education (1-5 Class),12003,local,Female,18804
Primary Education (1-5 Class),12003,local,Male,20739
Secondary Level (Class 9-10),12003,local,Female,4383
Secondary Level (Class 9-10),12003,local,Male,5302
SLC and Equivalent,12003,local,Female,2995
SLC and Equivalent,12003,local,Male,3364
Beginners,12006,local,Female,1512
Beginners,12006,local,Male,1588
Graduate and Equivalent,12006,local,Female,256
Graduate and Equivalent,12006,local,Male,673
Intermediate and Equivalent,12006,local,Female,2103
Intermediate and Equivalent,12006,local,Male,1862
Level not Stated,12006,local,Female,220
Level not Stated,12006,local,Male,169
Lower Secondary (Class 6-8),12006,local,Female,8459
Lower Secondary (Class 6-8),12006,local,Male,9225
Non Formal Education,12006,local,Female,3038
Non Formal Education,12006,local,Male,2862
Others,12006,local,Female,39
Others,12006,local,Male,48
Post Graduate Equivalent and Above,12006,local,Female,32
