lighting fuel,total,geo_code,geo_level
Kerosene,713,61004,local
Not Sated about Light,117,61004,local
Others Type of Light,15827,61004,local
Solar,12545,61004,local
Bio-Gas,41,61002,local
Electricity,1225,61002,local
Kerosene,713,61002,local
Not Sated about Light,117,61002,local
Others Type of Light,15827,61002,local
Solar,12545,61002,local
Bio-Gas,41,61001,local
Electricity,1225,61001,local
Kerosene,713,61001,local
Not Sated about Light,117,61001,local
Others Type of Light,15827,61001,local
Solar,12545,61001,local
Bio-Gas,41,61006,local
Electricity,1225,61006,local
Kerosene,713,61006,local
Not Sated about Light,117,61006,local
Others Type of Light,15827,61006,local
Solar,12545,61006,local
Bio-Gas,41,61007,local
Electricity,1225,61007,local
Kerosene,713,61007,local
Not Sated about Light,117,61007,local
Others Type of Light,15827,61007,local
Solar,12545,61007,local
Bio-Gas,41,61003,local
Electricity,1225,61003,local
Kerosene,713,61003,local
Not Sated about Light,117,61003,local
Others Type of Light,15827,61003,local
Solar,12545,61003,local
Bio-Gas,9,31,district
Electricity,2674,31,district
Kerosene,328,31,district
Not Sated about Light,138,31,district
Others Type of Light,11314,31,district
Solar,8545,31,district
Bio-Gas,9,64002,local
Electricity,2674,64002,local
Kerosene,328,64002,local
Not Sated about Light,138,64002,local
Others Type of Light,11314,64002,local
Solar,8545,64002,local
Bio-Gas,9,64001,local
Electricity,2674,64001,local
Kerosene,328,64001,local
Not Sated about Light,138,64001,local
Others Type of Light,11314,64001,local
Solar,8545,64001,local
Bio-Gas,9,64006,local
Electricity,2674,64006,local
Kerosene,328,64006,local
Not Sated about Light,138,64006,local
Others Type of Light,11314,64006,local
Solar,8545,64006,local
Bio-Gas,9,64004,local
Electricity,2674,64004,local
Kerosene,328,64004,local
Not Sated about Light,138,64004,local
Others Type of Light,11314,64004,local
Solar,8545,64004,local
Bio-Gas,9,64009,local
Electricity,2674,64009,local
Kerosene,328,64009,local
Not Sated about Light,138,64009,local
Others Type of Light,11314,64009,local
Solar,8545,64009,local
Bio-Gas,9,64008,local
Electricity,2674,64008,local
Kerosene,328,64008,local
Not Sated about Light,138,64008,local
Others Type of Light,11314,64008,local
Solar,8545,64008,local
Bio-Gas,9,64007,local
Electricity,2674,64007,local
Kerosene,328,64007,local
Not Sated about Light,138,64007,local
Others Type of Light,11314,64007,local
Solar,8545,64007,local
Bio-Gas,9,64003,local
Electricity,2674,64003,local
Kerosene,328,64003,local
Not Sated about Light,138,64003,local
Others Type of Light,11314,64003,local
Solar,8545,64003,local
Bio-Gas,9,64005,local
Electricity,2674,64005,local
Kerosene,328,64005,local
Not Sated about Light,138,64005,local
Others Type of Light,11314,64005,local
Solar,8545,64005,local
